Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
1.49002,173.4089966,1.44735,478.177002,167.5809937,35.3316994,1.54415,151.2149963,1.63387,331.1679993,171.0429993,29.1982002,202.6230011,47.4096985,27.4435997,192.7689972,61.080101,22.7341995
1.38752,188.8939972,1.40679,495.3619995,164.8840027,36.2415009,1.48808,167.621994,1.62954,341.8389893,163.6340027,30.0874004,206.8619995,45.9510002,29.7028008,193.4349976,59.6272011,23.6548996
1.56478,151.4989929,1.7912101,519.5150146,159.8999939,32.3409004,1.3961999,137.0769958,1.31981,371.0209961,161.2779999,25.1229992,208.9400024,52.979599,28.4818001,196.0690002,67.4468994,25.4652996
1.34227,181.5690002,1.62334,501.1659851,130.7030029,30.4431,1.30611,158.6900024,1.33053,347.6220093,124.5630035,20.2537003,210.5720062,59.5567017,33.0368996,189.7700043,81.7767029,30.3139
1.57257,158.4290009,1.47699,472.6589966,167.6609955,35.4977989,1.6013,140.279007,1.6314,330.053009,172.6260071,29.0790997,202.6239929,48.1865005,25.4365005,197.1170044,60.969101,22.4626999
1.53332,164.5899963,1.47247,474.5809937,168.3639984,35.3272018,1.56226,143.2120056,1.63131,325.4159851,174.2189941,28.7453995,202.6690063,47.7859993,26.5335999,195.6529999,60.9977989,22.8857002
1.5374,177.8769989,1.7716,524.7410278,139.125,31.2301998,1.38068,146.397995,1.34017,358.151001,133.0890045,18.9797993,211.576004,60.8154984,28.2087994,186.7299957,79.3631973,25.2588005
1.71738,154.003006,1.82965,527.0549927,161.0509949,36.2832985,1.5234801,138.4440002,1.40667,370.256012,162.3739929,26.8908997,214.1759949,51.5371017,27.6753006,199.0330048,65.0945969,23.7710991
1.62194,157.9499969,1.79272,527.4689941,137.6920013,31.3945007,1.50132,134.9680023,1.34429,389.07901,133.0149994,22.0956001,211.1080017,58.9794006,29.4951992,192.6329956,76.8932037,26.3997993
1.49972,171.2590027,1.45014,477.0950012,167.4349976,35.3443985,1.5568399,150.4730072,1.63394,333.1099854,171.0650024,29.4044991,202.572998,47.6176987,26.9127007,192.9450073,61.0269012,22.6000004
1.46865,159.5,1.82824,542.223999,151.5370026,32.7044983,1.33828,141.9669952,1.3196599,392.9949951,148.6710052,23.4127998,210.3450012,55.8009987,30.3645,192.0850067,71.4972,25.7723999
1.32917,200.1860046,1.37502,498.894989,164.4440002,36.1027985,1.42533,177.746994,1.62734,340.1809998,161.022995,29.9612999,206.9810028,44.5779991,30.9092007,191.371994,59.1194992,24.0480995
1.48989,155.2330017,1.85663,545.7000122,154.4649963,32.8732986,1.35113,141.6649933,1.32164,401.2730103,152.1950073,24.4053001,210.227005,54.8655014,30.2996006,192.9179993,69.8079987,25.6217003
1.54266,163.0299988,1.75413,524.5910034,159.8950043,34.0035019,1.41083,143.2350006,1.33847,380.5499878,152.6049957,27.7789001,207.4459991,52.1674995,28.8502998,191.1490021,66.5811005,24.0867004
1.52232,168.7400055,1.69115,516.6350098,130.4100037,30.7851009,1.40801,141.0970001,1.33705,361.1929932,124.223999,18.9598999,211.3090057,61.0918007,30.8575993,191.4620056,81.7496033,26.9393997
1.5625499,163.5319977,1.7077,519.992981,130.1399994,30.9379997,1.4507,137.5319977,1.3389,371.4989929,123.939003,19.8146,211.2669983,60.7067986,30.6287994,192.7890015,81.0883026,26.8353996
1.5454201,165.9830017,1.70149,518.7009888,130.4550018,30.8798008,1.4319201,139.1730042,1.33815,366.822998,124.2720032,19.4263,211.2960052,60.8978996,30.6830006,192.1569977,81.3565979,26.8456001
1.55943,160.2559967,1.47365,473.0710144,167.7489929,35.4376984,1.59146,141.4730072,1.63164,329.5700073,172.7519989,29.0858994,202.6170044,48.0929985,25.6770992,196.5209961,60.9658012,22.5515003
1.61774,146.2879944,1.4873101,463.1459961,168.8739929,34.9538002,1.56884,128.2460022,1.62369,307.7609863,174.927002,27.3598003,202.9129944,47.9239006,25.1215992,204.7749939,60.9938011,23.8815002
