Ols_Al_0_2,Ols_Ca_0_2,Ols_Fe_0_2,Ols_K_0_2,Ols_Mg_0_2,Ols_P_0_2,Ols_Al_2_6,Ols_Ca_2_6,Ols_Fe_2_6,Ols_K_2_6,Ols_Mg_2_6,Ols_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
1.044090033,111.5569992,1.687620044,239.022995,41.42169952,5.245170116,0.993134975,92.46070099,1.342409968,206.8240051,32.82339859,3.168600082,162.276001,65.11910248,20.06559944,145.8419952,81.60540009,17.86269951,0,0,0,1
0.70016402,104.6439972,1.553449988,237.7579956,39.24079895,3.781189919,0.656884015,94.36470032,1.313949943,208.9620056,38.23120117,3.166300058,174.9080048,57.55099869,19.90069962,160.1690063,68.68250275,21.46109962,0,0,0,1
1.178940058,186.4400024,1.375399947,248.8110046,81.99700165,10.18570042,1.424800038,160.9730072,1.512509942,171.8829956,69.05960083,4.609499931,195.2689972,32.70619965,16.95059967,145.7850037,41.04740143,16.31949997,0,0,0,1
0.582334995,134.7579956,1.312880039,250.0970001,57.60319901,5.907320023,0.660172999,96.85240173,1.509860039,177.9259949,50.64649963,3.223939896,177.7460022,38.00730133,16.7887001,141.4429932,50.50920105,15.01840019,1,0,0,0
0.920442998,72.82749939,1.675430059,233.1199951,29.11669922,3.749170065,0.729884028,85.42790222,1.322340012,212.173996,34.84799957,3.250540018,156.0690002,60.36589813,20.01420021,146.9790039,74.18099976,18.1086998,0,0,0,1
0.627744973,140.2550049,1.327990055,249.2850037,67.33709717,7.555819988,0.736766994,104.4339981,1.519680023,172.8159943,55.39590073,3.647469997,185.7089996,35.62250137,16.85510063,143.0390015,47.39749908,15.90869999,1,0,0,0
1.281589985,46.48989868,1.747560024,230.1799927,7.328269958,2.717220068,0.980230987,102.4339981,1.327579975,231.8890076,35.69490051,3.477440119,173.3880005,59.08399963,20.46369934,153.378006,72.99019623,21.11400032,0,0,0,1
0.546443999,130.6499939,1.313040018,249.9450073,57.7881012,5.887549877,0.710507989,93.03520203,1.511839986,178.5870056,49.20330048,3.392479897,181.9889984,40.49280167,17.03310013,145.1040039,52.40169907,16.75589943,1,0,0,0
0.828655005,80.43109894,1.654260039,234.4689941,32.9858017,3.995850086,0.676995993,81.49729919,1.320670009,206.1349945,34.31290054,3.176939964,154.3880005,61.26900101,19.86779976,145.7890015,75.8289032,17.0128994,0,0,0,1
0.674260974,104.1869965,1.543990016,238.0509949,40.0788002,3.90102005,0.681410015,95.20240021,1.313629985,209.4170074,38.81129837,3.179039955,173.5639954,57.12120056,19.85379982,159.4429932,67.36579895,21.32999992,0,0,0,1
