M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
460.8110046,3385.379883,56.19350052,669.5869751,452.0509949,179.0529938,499.2059937,3436.98999,73.3361969,541.6729736,448.2990112,143.5449982,202.348999,48.05149841,26.33480072,190.3829956,60.8973999,22.11599922,1,0,0,0,0.0
375.3190002,3476.889893,42.58169937,763.2420044,370.2120056,151.0339966,406.8129883,3588.879883,55.68780136,630.4069824,354.1589966,113.8970032,210.2350006,54.9375,30.25699997,192.8500061,69.93520355,25.625,0,1,0,0,0.0
407.9200134,3573.23999,48.76150131,800.9429932,398.7839966,153.9530029,440.2359924,3695.949951,60.3608017,653.7340088,381.2080078,105.1660004,210.526001,57.28850174,29.6548996,190.6569977,74.90550232,25.75090027,0,0,0,1,0.0
439.17099,3308.939941,52.0379982,630.684021,433.2690125,175.9380035,468.8089905,3377.620117,66.39489746,500.2510071,429.5119934,139.5440063,202.6100006,48.01660156,25.88470078,195.9429932,60.96839905,22.59250069,1,0,0,0,0.0
420.5820007,3604.179932,51.26010132,808.9310303,400.6430054,147.3880005,448.7650146,3702.72998,62.48419952,663.6530151,384.7200012,101.5090027,211.1459961,59.07490158,29.31240082,192.1159973,77.00060272,26.27339935,1,0,0,0,0.0
407.8710022,3567.320068,48.82569885,800.6500244,398.1640015,154.2749939,439.8829956,3690.969971,60.36869812,653.2600098,380.5559998,105.2109985,210.5090027,57.21250153,29.82130051,190.7980042,74.87310028,25.81030083,1,0,0,0,0.0
485.7850037,3511.820068,63.29019928,720.6220093,479.4960022,188.772995,530.8079834,3539.22998,81.93520355,603.2750244,474.7030029,151.0559998,206.371994,47.67950058,26.90060043,184.7440033,60.46829987,22.25189972,1,0,0,0,0.0
488.4299927,3267.419922,68.28790283,717.6760254,461.7900085,204.878006,529.0219727,3335.879883,82.06590271,544.9559937,451.302002,153.0209961,206.9380035,45.8445015,30.11079979,194.3200073,59.5359993,23.84309959,0,0,0,1,0.0
487.8760071,3344.429932,65.30329895,713.3870239,470.7770081,197.8040009,531.315979,3402.120117,81.68229675,562.9190063,462.8349915,151.7960052,206.8609924,46.19820023,28.25370026,190.7200012,59.89749908,23.22540092,0,0,0,1,0.0
398.0840149,3415.26001,46.12030029,703.4119873,388.4689941,153.5610046,425.7590027,3516.100098,59.11159897,573.9699707,376.6640015,120.1159973,208.9490051,52.94499969,28.35230064,196.1970062,67.45610046,25.47400093,0,0,1,0,0.0
