H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
67.12259674,3387.790039,6.481929779,66.6713028,48.30590057,5.045090199,57.89680099,3662.26001,6.543330193,68.0522995,47.16360092,3.376290083,162.276001,65.11910248,20.06559944,145.8419952,81.60540009,17.86269951,0,0,0,1
62.63040161,2896.919922,5.400219917,57.70679855,38.16469955,4.682240009,72.35140228,2814.909912,6.231470108,66.83329773,38.44630051,4.14180994,174.9080048,57.55099869,19.90069962,160.1690063,68.68250275,21.46109962,0,0,0,1
133.1199951,2278.629883,18.84129906,76.91429901,63.84680176,60.98329926,211.5789948,2101.139893,31.95369911,60.80699921,56.4620018,46.4673996,195.2689972,32.70619965,16.95059967,145.7850037,41.04740143,16.31949997,0,0,0,1
115.1159973,1632.680054,15.48270035,60.72700119,54.01689911,40.53010178,111.737999,1631.680054,14.85309982,60.76839828,81.27760315,31.93400002,177.7460022,38.00730133,16.7887001,141.4429932,50.50920105,15.01840019,1,0,0,0
63.99610138,3133.25,5.826729774,63.49449921,65.54740143,5.157440186,54.74509811,3210.179932,5.214950085,67.60970306,62.91090012,3.860640049,156.0690002,60.36589813,20.01420021,146.9790039,74.18099976,18.1086998,0,0,0,1
131.5079956,1461.060059,18.21369934,64.80139923,74.25520325,45.21900177,127.4540024,1318.660034,19.08160019,60.45500183,78.30130005,35.00579834,185.7089996,35.62250137,16.85510063,143.0390015,47.39749908,15.90869999,1,0,0,0
62.47100067,3273.919922,5.859889984,65.33920288,38.87210083,4.840740204,60.97240067,3354.169922,6.77478981,67.20130157,39.61920166,3.929290056,173.3880005,59.08399963,20.46369934,153.378006,72.99019623,21.11400032,0,0,0,1
115.8069992,1678.359985,15.42949963,60.31439972,57.49060059,37.62239838,88.68470001,1664.810059,10.90180016,60.76900101,66.376297,29.15379906,181.9889984,40.49280167,17.03310013,145.1040039,52.40169907,16.75589943,1,0,0,0
64.38780212,3149.110107,5.886149883,63.3280983,69.94029999,5.210519791,53.26179886,3244.26001,5.022659779,67.66660309,66.21829987,3.750849962,154.3880005,61.26900101,19.86779976,145.7890015,75.8289032,17.0128994,0,0,0,1
62.74240112,2896.76001,5.416190147,57.64419937,37.17179871,4.695179939,67.70339966,2850.050049,5.838840008,66.8792038,37.1631012,4.131269932,173.5639954,57.12120056,19.85379982,159.4429932,67.36579895,21.32999992,0,0,0,1
63.86790085,3321.379883,5.99368,66.54060364,41.62779999,4.950660229,59.45240021,3460.340088,6.438330173,67.16210175,41.36709976,3.73052001,172.8150024,61.51549911,20.32589912,151.4459991,76.19470215,20.05680084,0,0,0,1
124.9300003,1599.339966,17.30150032,64.88980103,95.1434021,43.46640015,127.7269974,1464.420044,18.92490005,60.53580093,90.3065033,35.69520187,159.6069946,35.09230042,16.85059929,132.5549927,50.80870056,13.74790001,1,0,0,0
64.32050323,2944.0,5.586900234,58.00040054,39.2336998,5.043859959,57.31219864,3070.389893,5.430520058,67.04250336,38.29639816,4.2333498,163.1640015,57.40169907,19.58939934,155.0659943,66.87190247,19.63559914,0,0,0,1
138.4550018,1449.589966,19.45240021,66.19730377,77.07250214,47.06290054,144.3079987,1236.189941,22.50009918,60.48089981,76.88030243,36.2478981,190.125,34.37030029,16.93040085,143.826004,45.21910095,16.25,0,0,0,1
112.7519989,1787.400024,15.06700039,63.26779938,62.90340042,41.49319839,111.4499969,1796.5,14.52859974,60.48849869,75.59500122,32.65639877,165.2030029,37.9054985,16.77960014,140.673996,50.59400177,14.87310028,1,0,0,0
64.36100006,2959.47998,5.592329979,58.23619843,39.87799835,4.903900146,52.27420044,3092.159912,4.914949894,67.08049774,38.71149826,4.060190201,164.6779938,57.34360123,19.61969948,155.3829956,66.34760284,20.04710007,0,0,0,1
