M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
434.3590088,3287.22998,51.72000122,623.6779785,438.5610046,179.2030029,462.1849976,3362.669922,64.76879883,501.2950134,432.9249878,139.1569977,202.6649933,47.76110077,26.6019001,195.4279938,61.00279999,22.87260056,0,0,1,0,0.0
408.3240051,3572.929932,48.84989929,801.3330078,398.9649963,154.0769958,440.5589905,3696.070068,60.4178009,653.8670044,381.3599854,105.0589981,210.5249939,57.29660034,29.69709969,190.6649933,74.9618988,25.76950073,0,0,0,1,0.0
439.2149963,3312.679932,51.77399826,630.2260132,428.5190125,174.3000031,468.9240112,3380.030029,66.47239685,496.4020081,425.8479919,139.3249969,202.6040039,48.15729904,25.52890015,196.5440063,60.96260071,22.43950081,0,0,0,1,0.0
556.7379761,3094.169922,93.02950287,804.2550049,492.8120117,244.0449982,601.9520264,3166.100098,102.473999,555.3829956,470.7359924,170.3419952,208.173996,42.36880112,38.5379982,200.3280029,57.35739899,27.2996006,0,1,0,0,0.0
429.2219849,3750.540039,49.88169861,820.4199829,424.3770142,147.6490021,461.0480042,3886.25,62.13420105,654.0560303,404.1809998,93.53769684,211.4440002,61.16059875,28.12549973,184.0130005,80.17160034,25.02269936,1,0,0,0,0.0
428.9729919,3658.51001,51.92829895,818.9030151,411.5690002,148.1620026,457.5050049,3773.48999,63.3321991,667.4970093,394.2319946,97.16560364,211.3240051,60.13560104,29.27470016,189.9790039,79.04859924,26.09980011,1,0,0,0,0.0
464.7359924,3583.449951,65.82279968,847.4379883,406.2460022,139.5449982,479.9140015,3659.659912,72.70500183,686.6729736,389.697998,84.62439728,211.5890045,63.91379929,33.17900085,197.0059967,85.57980347,27.93160057,0,1,0,0,0.0
436.1990051,3299.439941,51.10219955,623.2420044,412.894989,171.7769928,464.321991,3370.870117,65.63030243,477.9100037,412.5299988,138.003006,202.7369995,48.45270157,24.92830086,199.7059937,61.02819824,22.31620026,0,0,0,1,0.0
487.4830017,3291.5,67.02570343,717.5209961,464.071991,202.9299927,529.5759888,3358.179932,81.78500366,551.2490234,454.5379944,152.548996,206.8139954,45.99610138,29.4715004,192.8070068,59.66839981,23.54380035,1,0,0,0,0.0
419.4049988,3769.810059,49.02709961,827.3519897,440.8959961,151.8919983,455.9140015,3876.22998,61.95040131,686.4680176,412.2449951,98.84829712,214.0850067,62.72399902,26.72089958,190.8910065,78.60389709,24.17720032,1,0,0,0,0.0
540.1380005,3163.669922,86.21150208,781.6270142,483.9949951,229.6130066,585.6439819,3242.550049,97.42839813,556.3330078,467.2999878,164.897995,207.5130005,43.51440048,34.37919998,195.5879974,58.12080002,25.47069931,1,0,0,0,0.0
390.5899963,3523.330078,45.60300064,780.848999,382.7680054,151.2230072,423.1549988,3634.02002,58.03789902,641.6729736,366.7309875,110.3349991,210.3710022,56.05609894,29.36630058,191.7619934,72.09950256,25.55279922,0,0,0,1,0.0
389.9869995,3520.780029,45.49420166,780.0789795,382.0239868,151.1289978,422.526001,3630.959961,57.95629883,641.1079712,366.0700073,110.5299988,210.3609924,55.99679947,29.36739922,191.822998,71.99250031,25.55279922,1,0,0,0,0.0
421.5679932,3354.439941,48.92950058,665.9710083,411.9670105,170.7359924,451.7709961,3408.459961,62.44029999,549.3660278,406.5539856,138.4080048,192.9459991,46.6086998,26.27809906,196.5829926,61.3893013,23.83749962,0,0,1,0,0.0
516.6859741,3216.449951,76.188797,754.9780273,484.8309937,221.7610016,565.039978,3312.169922,90.00060272,567.5640259,471.8980103,158.8390045,206.9089966,44.01160049,30.52960014,189.3789978,59.13740158,23.86709976,1,0,0,0,0.0
420.3439941,3616.860107,50.85139847,809.742981,403.0029907,147.7290039,449.3720093,3719.159912,62.27310181,664.059021,386.7479858,101.3610001,211.1900024,59.17060089,29.09079933,191.552002,77.06580353,26.11969948,1,0,0,0,0.0
