M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
148.6419983,4002.120117,43.03990173,819.6329956,309.4020081,175.0740051,192.2079926,4070.389893,55.91419983,585.6240234,278.4779968,152.3580017,355.223999,106.3990021,51.58810043,342.2550049,119.2050018,47.16439819,0,1,0,0
123.4850006,3990.02002,31.87280083,874.5130005,261.2780151,172.2890015,154.996994,4012.840088,41.46269989,749.3939819,250.2019958,156.5769958,342.4670105,122.4110031,47.29949951,341.8469849,141.1040039,50.95090103,0,1,0,0
152.4210052,3943.959961,41.05979919,828.9130249,249.9329987,171.4029999,180.7590027,3972.360107,54.92200089,663.3259888,244.871994,165.4940033,366.821991,114.0680008,48.79850006,356.8659973,123.8550034,48.86059952,0,1,0,0
166.6690063,3940.379883,45.02560043,810.0980225,279.1910095,176.9400024,203.1999969,3986.790039,60.30110168,642.0239868,268.446991,167.6889954,357.3479919,104.7229996,48.3567009,346.2340088,115.8249969,48.19219971,0,1,0,0
232.0010071,3933.26001,57.8995018,774.0219727,336.4760132,195.8190002,271.8150024,3921.340088,76.9375,627.2449951,315.8989868,192.7149963,357.4119873,80.66539764,48.85160065,361.29599,99.00679779,52.79610062,0,0,0,1
138.5189972,4042.120117,38.72240067,815.2769775,284.1589966,179.1459961,172.6909943,4063.139893,44.98300171,625.789978,248.5460052,142.1820068,349.756012,113.4860001,52.73180008,351.1149902,131.9349976,50.15909958,0,1,0,0
246.3569946,3902.560059,64.61830139,763.2340088,373.3729858,219.4629974,295.0220032,3934.23999,82.06369781,585.3829956,354.67099,203.7929993,360.5899963,78.09819794,56.2859993,357.7250061,97.0951004,54.03519821,0,0,0,1
120.8410034,4016.600098,32.10350037,864.1430054,262.25,170.3869934,152.9369965,4038.090088,41.94449997,737.2940063,247.2510071,152.7140045,342.3710022,122.6100006,46.79959869,341.7349854,141.2250061,50.72969818,0,1,0,0
211.9420013,3940.409912,52.90430069,795.9769897,312.9899902,185.9680023,251.9869995,3933.560059,70.27510071,642.5609741,295.3439941,184.9259949,357.9450073,91.43360138,46.78300095,354.7000122,105.6090012,50.57229996,0,0,0,1
239.951004,3870.620117,59.31779861,763.5009766,380.2139893,212.5619965,295.5830078,3924.51001,76.55470276,592.4949951,360.6409912,194.7660065,353.8070068,80.26629639,50.65969849,350.1600037,98.50810242,52.19810104,0,0,0,1
152.9909973,4008.459961,39.03639984,797.1439819,297.2619934,186.2449951,190.6369934,4064.219971,46.66270065,566.1129761,254.1199951,135.0850067,349.42099,105.3330002,55.30250168,335.2219849,122.0019989,47.06579971,0,1,0,0
120.5660019,4001.810059,27.46590042,902.2150269,258.6350098,177.4620056,157.5670013,4033.830078,40.19499969,743.4039917,239.7940063,159.8880005,360.5440063,121.5670013,47.3669014,366.5079956,141.0919952,53.22829819,0,1,0,0
156.2570038,3990.25,26.10770035,832.53302,252.1679993,168.8470001,189.904007,4002.290039,37.00220108,667.7990112,234.0169983,144.852005,343.95401,114.0230026,50.52809906,343.4110107,130.302002,50.22700119,0,1,0,0
177.3040009,3971.959961,49.01470184,798.6950073,331.5759888,197.0650024,227.8339996,4029.25,63.10969925,588.2789917,304.9490051,172.901001,356.822998,96.99449921,52.79100037,345.6260071,111.3399963,50.39450073,0,0,1,0
166.276001,3980.689941,28.88969994,794.8809814,250.7960052,168.3269958,199.3300018,3982.969971,39.51089859,650.1959839,235.3359985,146.2510071,343.8240051,113.5230026,52.1916008,347.0350037,126.927002,49.63299942,0,1,0,0
247.1419983,3900.189941,64.1969986,765.2459717,371.7099915,216.0,295.1650085,3929.419922,81.93890381,591.6090088,353.0029907,201.2319946,360.5069885,77.94239807,54.58869934,357.6300049,96.80180359,53.72719955,0,0,0,1
245.951004,3896.560059,62.62020111,770.572998,367.2579956,208.3860016,293.3659973,3922.26001,80.73860168,601.5640259,348.0069885,195.6459961,354.0570068,79.2602005,51.65890121,350.3309937,97.27680206,52.24969864,0,0,0,1
150.8939972,3891.73999,42.54230118,828.5200195,265.8129883,182.6109924,179.2890015,3968.919922,56.53699875,684.0360107,259.4339905,164.5500031,358.1960144,113.1729965,50.2655983,342.098999,123.3330002,47.11029816,0,1,0,0
166.6269989,3985.679932,26.85250092,818.526001,258.8829956,177.0610046,198.9929962,3977.0,37.51710129,689.4390259,243.2449951,154.3730011,343.9930115,112.6399994,54.14429855,347.3880005,126.6480026,50.30860138,0,1,0,0
164.3710022,3942.01001,44.36380005,809.1259766,268.8670044,174.1069946,197.0679932,3981.040039,59.84550095,649.1569824,260.1619873,166.3899994,353.3179932,106.6330032,47.37789917,339.0690002,116.9950027,47.55820084,0,1,0,0
135.1719971,4050.120117,39.0685997,819.6010132,283.1520081,177.9779968,168.9089966,4067.159912,45.26200104,639.789978,250.0509949,144.1000061,349.894989,114.8619995,52.13420105,351.2669983,133.2420044,50.29990005,0,1,0,0
151.3370056,3992.689941,41.97880173,801.6859741,298.0889893,175.2640076,195.6269989,4061.040039,54.2521019,590.6099854,271.7130127,146.3150024,343.9349976,106.8560028,50.98160172,329.1109924,120.8619995,46.13959885,0,1,0,0
153.5700073,3999.909912,39.45439911,806.0150146,297.6199951,185.7660065,193.9989929,4051.949951,48.11460114,577.9730225,258.2940063,141.5200043,350.7520142,105.4680023,54.28030014,337.118988,121.6729965,47.30490112,0,1,0,0
144.2039948,4034.540039,37.84740067,786.9559937,291.2340088,184.4170074,178.1089935,4074.169922,44.41429901,588.4589844,248.6100006,134.7400055,344.3869934,109.677002,54.74689865,344.5870056,127.5820007,48.51739883,0,1,0,0
158.0370026,4017.379883,33.52500153,756.6350098,255.5269928,153.1119995,186.8739929,4027.399902,40.91230011,563.2139893,229.9989929,125.2870026,337.0320129,108.6110001,51.14929962,338.1640015,125.3929977,48.1507988,0,1,0,0
150.4409943,3951.949951,43.2641983,822.9400024,278.7309875,162.326004,182.2559967,4062.820068,57.89410019,627.5800171,270.6470032,152.4869995,349.5289917,105.2770004,48.29349899,333.1669922,116.1289978,46.58570099,0,1,0,0
214.5599976,3923.060059,56.43519974,792.5349731,351.6610107,206.0870056,264.1759949,3968.639893,72.38189697,596.8439941,330.651001,187.8569946,360.0010071,87.69809723,53.4239006,347.3179932,104.0849991,50.78239822,0,0,0,1
124.487999,3973.659912,27.6215992,893.9899902,251.8439941,174.1660004,160.6000061,3999.02002,39.44850159,747.5280151,233.4839935,156.8190002,351.7229919,121.9840012,45.75640106,352.0409851,140.8999939,51.88389969,0,1,0,0
117.762001,4029.919922,32.44800186,859.8400269,265.9140015,170.3619995,152.3209991,4053.370117,42.62210083,732.1209717,248.5700073,150.3630066,342.321991,123.1309967,46.86740112,341.6900024,141.5839996,50.5931015,0,1,0,0
147.1260071,4025.790039,36.62239838,800.0830078,283.2349854,179.7740021,179.9369965,4056.790039,43.41590118,594.867981,247.0070038,137.1150055,348.776001,110.8339996,54.04190063,348.223999,128.9389954,49.14820099,0,1,0,0
117.348999,4011.159912,29.40589905,881.4829712,264.5010071,173.8350067,155.5119934,4042.429932,40.38180161,736.5130005,244.9340057,153.6459961,351.8129883,122.5439987,46.53310013,352.0809937,141.6139984,51.51760101,0,1,0,0
137.2339935,4045.120117,38.87360001,816.9710083,283.7659912,178.6860046,171.2740021,4064.590088,45.10319901,631.197998,249.0879974,142.923996,349.8099976,114.0049973,52.5007019,351.1740112,132.4309998,50.21459961,0,1,0,0
117.8899994,4118.459961,40.42459869,857.3430176,287.5400085,179.6309967,145.5200043,4131.430176,46.23870087,697.2650146,264.3569946,153.0059967,355.4609985,121.1569977,50.17229843,352.0480042,139.352005,50.88130188,0,1,0,0
157.4920044,3986.919922,34.77519989,801.973999,263.8070068,167.4060059,193.1419983,4016.23999,45.79140091,615.6859741,243.1089935,142.298996,346.1990051,110.4980011,51.44100189,337.7780151,124.0619965,47.55110168,0,1,0,0
155.2149963,4015.090088,37.27529907,781.7630005,291.7070007,186.6369934,190.5820007,4052.27002,44.89979935,563.9539795,251.9889984,136.753006,346.8009949,106.3399963,55.45470047,342.4590149,123.9140015,48.71319962,0,1,0,0
153.4799957,3998.25,42.62239838,804.1229858,310.006012,186.1840057,200.6130066,4060.850098,53.33909988,581.0089722,276.4809875,146.9080048,350.019989,105.3860016,52.65470123,336.0270081,121.1539993,46.6590004,0,1,0,0
160.5399933,3989.719971,32.96720123,797.5620117,256.82901,164.322998,196.3049927,4010.820068,43.45019913,611.0809937,235.5839996,139.6730042,346.0180054,110.4820023,51.35689926,337.8120117,124.4570007,47.66529846,0,1,0,0
124.5719986,4067.01001,36.44620132,839.1099854,271.4089966,170.4259949,151.3540039,4082.060059,43.69210052,694.789978,251.6159973,148.5390015,344.9909973,119.2040024,48.80810165,342.5650024,137.2689972,50.00619888,0,1,0,0
152.802002,3987.409912,41.11790085,805.9650269,295.0750122,178.5480042,195.1840057,4052.070068,52.84220123,593.9500122,267.9429932,146.503006,349.9949951,107.4680023,51.55070114,336.0289917,122.0250015,46.56750107,0,1,0,0
207.5359955,3931.51001,53.01779938,789.9050293,325.1440125,190.6119995,252.2319946,3951.689941,69.70410156,621.0560303,306.7090149,181.5469971,355.3970032,91.74230194,49.28419876,347.6799927,106.7419968,50.25709915,0,0,0,1
135.9190063,4048.300049,39.03390121,818.6030273,283.4809875,178.2830048,169.798996,4066.300049,45.22809982,636.460022,249.7200012,143.6499939,349.8630066,114.5210037,52.28070068,351.2309875,132.9250031,50.26689911,0,1,0,0
121.4970016,3996.179932,27.18429947,903.4730225,257.3599854,177.3470001,158.1670074,4029.429932,39.90470123,744.6010132,238.4790039,159.8869934,360.5230103,121.5360031,47.19720078,366.4989929,140.9230042,53.24729919,0,1,0,0
228.348999,3900.72998,57.36050034,778.1950073,360.8760071,203.6430054,281.5310059,3946.73999,74.1053009,596.4660034,341.3970032,187.522995,356.5369873,84.27880096,51.44509888,344.0589905,100.8570023,50.84899902,0,0,0,1
245.2830048,3889.469971,61.75490189,760.5789795,381.6400146,223.6519928,308.125,3926.0,78.87580109,577.0770264,358.9590149,204.9980011,360.67099,80.82279968,57.48649979,357.8039856,99.41419983,54.18090057,0,0,0,1
114.0790024,4087.879883,39.47819901,866.5239868,278.0509949,177.6450043,146.3939972,4103.680176,45.63990021,715.6799927,258.4700012,153.8619995,355.2780151,123.7440033,49.00799942,351.980011,141.6360016,51.10680008,0,1,0,0
157.7929993,4020.899902,33.56019974,759.7659912,260.0669861,150.4190063,182.6100006,4026.780029,41.11230087,547.6110229,234.2570038,123.6119995,339.7749939,106.4899979,51.51319885,334.875,123.3899994,47.37919998,0,1,0,0
153.5659943,4000.719971,39.14279938,804.809021,296.7019958,185.7039948,193.4170074,4051.620117,47.63880157,576.7739868,256.9549866,140.8609924,350.697998,105.5240021,54.39030075,337.1199951,121.814003,47.31219864,0,1,0,0
116.6750031,4127.120117,40.39920044,856.9030151,288.3469849,179.3070068,143.6799927,4138.52002,46.2112999,701.0009766,265.7319946,153.5820007,355.4809875,121.4570007,50.05419922,352.0899963,139.598999,50.8893013,0,1,0,0
207.6419983,3940.25,52.15779877,795.7589722,312.605011,185.951004,247.779007,3940.199951,69.36009979,637.4539795,294.7260132,182.197998,355.8359985,92.35320282,47.42710114,349.3340149,106.5189972,49.95199966,0,0,0,1
155.4869995,3970.159912,36.95539856,806.7509766,262.2260132,168.3650055,188.2689972,4008.320068,49.66960144,636.9030151,249.720993,152.4250031,347.3699951,111.8840027,49.7867012,340.9570007,123.4499969,47.90039825,0,1,0,0
113.762001,4082.070068,39.44369888,867.9439697,277.2950134,178.2709961,147.3379974,4099.779785,45.64049911,716.072998,257.4379883,153.8200073,355.2600098,124.0749969,49.01800156,351.9649963,141.9400024,51.12799835,0,1,0,0
208.7409973,3922.629883,54.41529846,797.1329956,339.4920044,200.276001,256.4769897,3965.26001,70.68710327,610.6539917,319.6669922,184.6150055,359.9500122,90.22409821,51.5923996,347.1910095,105.1500015,50.40629959,0,0,0,1
192.197998,3944.090088,49.11169815,795.9790039,300.3619995,182.951004,232.1239929,3959.429932,65.65299988,634.6669922,284.7919922,176.6779938,355.3959961,97.39070129,48.35889816,347.5549927,110.3399963,49.82690048,0,0,0,1
148.5119934,4026.389893,36.51760101,792.2160034,291.2579956,187.2319946,180.1820068,4064.290039,43.30020142,577.6199951,251.852005,136.9940033,347.5750122,109.0770035,55.38050079,347.0339966,127.151001,48.48889923,0,1,0,0
