M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
129.529007,4301.790039,32.44419861,394.9360046,131.121994,14.94779968,165.8890076,4327.22998,42.87080002,345.6390076,119.1029968,7.926970005,233.651001,101.875,34.98759842,206.8899994,114.3010025,29.72480011,1,0,0,0,0.0
177.5010071,4092.350098,31.98250008,403.5230103,135.2640076,14.6697998,204.3690033,4047.530029,41.7276001,358.1839905,120.1149979,7.637710094,245.2279968,93.00540161,42.95259857,216.7799988,105.2610016,37.59790039,1,0,0,0,0.0
68.33660126,4005.570068,29.58620071,409.8450012,135.9290009,14.27299976,106.8420029,3919.280029,42.12889862,362.5639954,123.8740005,8.879400253,229.6360016,100.1740036,43.01739883,231.2230072,111.5849991,41.55379868,0,0,0,1,0.0
123.5820007,4070.659912,31.38150024,408.3049927,132.7050018,15.23579979,155.826004,4040.889893,41.32920074,358.3909912,120.0699997,8.061880112,249.654007,97.73660278,42.65729904,223.9299927,110.8249969,40.64030075,1,0,0,0,0.0
138.1640015,3991.97998,29.6583004,398.1130066,135.8549957,13.0007,189.7839966,3910.850098,42.38420105,362.7099915,121.1149979,8.417779922,223.2140045,93.76860046,132.7259979,219.9980011,105.0,46.5544014,1,0,0,0,0.0
154.9589996,4197.439941,30.9477005,390.5759888,125.2679977,13.00979996,198.6470032,4229.419922,42.77009964,348.9970093,110.5199966,8.62845993,211.2870026,98.23719788,137.9309998,196.6519928,107.0800018,40.30659866,0,0,0,1,0.0
187.1990051,4069.929932,30.62170029,399.7659912,130.7050018,13.46490002,244.3220062,4012.629883,42.26200104,355.6809998,116.6529999,8.608499527,220.2960052,88.17990112,135.3209991,205.9019928,103.0709991,47.07289886,0,0,0,1,0.0
88.75299835,4318.569824,31.40719986,398.5859985,127.4589996,14.79640007,114.5690002,4356.299805,42.29809952,349.0469971,116.6949997,9.069049835,224.9389954,106.9899979,138.8999939,207.2940063,117.5479965,48.74639893,0,0,0,1,0.0
136.9210052,4242.359863,30.92130089,390.4719849,123.6380005,12.99440002,178.5149994,4253.140137,42.76449966,347.9869995,110.5569992,8.65653038,209.8359985,99.93289948,135.022995,197.0070038,108.9250031,39.9917984,1,0,0,0,0.0
179.3710022,4101.149902,31.9612999,403.5289917,135.3329926,14.69390011,206.826004,4059.0,41.73160172,357.5270081,120.1559982,7.646860123,245.2920074,93.37729645,42.92819977,216.9029999,105.487999,37.56470108,1,0,0,0,0.0
