M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
376.5490112,3533.169922,52.29570007,542.6829834,163.3040009,13.9538002,368.7279968,3323.439941,66.12879944,419.2810059,150.3580017,7.093009949,162.276001,65.11910248,20.06559944,145.8419952,81.60540009,17.86269951,0,0,0,1,0.0
154.5099945,3381.870117,38.18420029,553.7509766,173.5019989,7.273149967,170.1490021,3012.330078,54.96989822,394.5109863,147.253006,3.906160116,174.9080048,57.55099869,19.90069962,160.1690063,68.68250275,21.46109962,0,0,0,1,0.0
494.9179993,2299.429932,101.6809998,328.6279907,244.1679993,31.31220055,497.1470032,2472.629883,105.1620026,249.7200012,196.272995,15.35859966,195.2689972,32.70619965,16.95059967,145.7850037,41.04740143,16.31949997,0,0,0,1,0.0
366.6329956,2550.449951,66.92179871,362.3340149,200.628006,20.80800056,340.8959961,2635.389893,74.71469879,283.9119873,185.8589935,10.70880032,177.7460022,38.00730133,16.7887001,141.4429932,50.50920105,15.01840019,1,0,0,0,0.0
317.9400024,3484.320068,48.72940063,498.8760071,161.1439972,11.76070023,310.9169922,3557.52002,56.23939896,451.0549927,161.5279999,6.833300114,156.0690002,60.36589813,20.01420021,146.9790039,74.18099976,18.1086998,0,0,0,1,0.0
462.0350037,2475.699951,88.01899719,364.5549927,215.0110016,26.71050072,449.8200073,2564.72998,92.10399628,273.1480103,189.9470062,12.73480034,185.7089996,35.62250137,16.85510063,143.0390015,47.39749908,15.90869999,1,0,0,0,0.0
292.3930054,3455.76001,45.51679993,556.492981,161.923996,12.52530003,256.4299927,3551.030029,51.15589905,480.9599915,159.7929993,8.236660004,173.3880005,59.08399963,20.46369934,153.378006,72.99019623,21.11400032,0,0,0,1,0.0
301.1239929,2638.26001,59.49269867,405.5960083,201.5780029,18.69680023,262.4379883,2663.97998,68.50879669,299.1929932,185.720993,9.461600304,181.9889984,40.49280167,17.03310013,145.1040039,52.40169907,16.75589943,1,0,0,0,0.0
330.178009,3504.179932,49.33710098,499.9079895,160.0670013,11.93249989,322.618988,3566.860107,57.21889877,441.9140015,161.177002,6.774350166,154.3880005,61.26900101,19.86779976,145.7890015,75.8289032,17.0128994,0,0,0,1,0.0
134.6560059,3399.090088,37.15140152,556.9320068,175.3139954,6.986750126,149.8439941,2841.139893,58.1957016,354.8590088,143.4179993,3.216340065,173.5639954,57.12120056,19.85379982,159.4429932,67.36579895,21.32999992,0,0,0,1,0.0
