H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
67.43399811,3204.949951,6.298230171,63.77569962,47.37039948,5.105100155,53.62889862,3453.189941,5.701720238,68.00050354,46.18989944,3.63973999,159.352005,61.81150055,19.99020004,147.4369965,75.61440277,18.18460083,0,0,0,1,0.0
61.4681015,2938.350098,5.285540104,59.12670135,49.01520157,4.765100002,72.3309021,2820.169922,6.30009985,67.34339905,49.10419846,4.152569771,170.0469971,57.87480164,19.83639908,156.4199982,69.37180328,21.36739922,1,0,0,0,0.0
105.6819992,1884.209961,13.62800026,59.17369843,48.47700119,34.27149963,71.11100006,1976.130005,7.313529968,60.71390152,55.74449921,26.41930008,179.3099976,43.38750076,17.04290009,147.4120026,55.10649872,17.22699928,1,0,0,0,0.0
62.73830032,2896.649902,5.415239811,57.64699936,37.2234993,4.696680069,68.30699921,2846.300049,5.89218998,66.87359619,37.25230026,4.134749889,173.6840057,57.17229843,19.85790062,159.5160065,67.52149963,21.33609962,0,0,0,1,0.0
66.50289917,3152.22998,6.111909866,62.83810043,46.5306015,5.040840149,49.90480042,3377.73999,5.357190132,66.8184967,45.42570114,3.538100004,159.7089996,58.62480164,19.98399925,148.1820068,70.87000275,18.27729988,0,0,0,1,0.0
66.26589966,3412.560059,6.372859955,67.34269714,48.33240128,5.104370117,58.89899826,3674.419922,6.604670048,66.98500061,47.13899994,3.433089972,164.2310028,65.61949921,20.22019958,146.4830017,82.27200317,17.71170044,0,0,0,1,0.0
80.32530212,2503.139893,8.934189796,61.20769882,50.66770172,29.84679985,73.4469986,2545.5,8.50658989,62.18930054,49.97520065,23.54929924,165.0789948,49.63119888,17.70199966,148.3309937,61.56159973,18.22200012,1,0,0,0,0.0
125.5070038,2324.439941,17.54039955,76.76110077,69.27839661,62.67210007,186.3390045,2251.560059,28.71279907,61.10549927,61.92789841,48.14789963,182.2819977,33.3512001,16.78289986,143.1940002,44.11249924,15.73449993,0,0,0,1,0.0
98.84010315,2099.47998,12.51329994,58.95859909,43.62419891,32.20869827,68.2677002,2230.310059,6.828400135,60.73410034,47.59120178,24.80559921,174.973999,44.60739899,17.0883007,148.6940002,56.85340118,17.71629906,1,0,0,0,0.0
91.18710327,2352.080078,11.32689953,60.37540054,43.90850067,31.9890995,70.75730133,2461.280029,8.831899643,60.91839981,44.14070129,24.66040039,164.9140015,45.50659943,17.24679947,147.1320038,58.20050049,17.98419952,1,0,0,0,0.0
63.14289856,2905.959961,5.460889816,57.53290176,36.59820175,4.739500046,64.43470001,2905.639893,5.678319931,66.87879944,36.31269836,4.146140099,171.5939941,57.10269928,19.8076992,158.7969971,66.87670135,21.05999947,0,0,0,1,0.0
113.2139969,1716.430054,15.00940037,59.99219894,53.79389954,37.12620163,91.82360077,1730.609985,10.95880032,60.74670029,64.76799774,28.82489967,181.2890015,40.63560104,16.98950005,145.5700073,52.42549896,16.60950089,1,0,0,0,0.0
100.5100021,2037.280029,12.77929974,58.92029953,44.37519836,32.70859909,69.16369629,2162.5,6.848800182,60.7179985,49.14279938,25.1868,176.6699982,44.30860138,17.06620026,148.6199951,56.30690002,17.57789993,1,0,0,0,0.0
126.9329987,2331.919922,17.78949928,78.97260284,74.25340271,67.42759705,184.5379944,2218.709961,29.28879929,61.27730179,66.40699768,51.79859924,183.8209991,31.8708992,16.76449966,142.3970032,44.47100067,15.68379974,0,0,0,1,0.0
67.60430145,3392.280029,6.5625,66.50340271,47.28369904,5.037089825,57.54059982,3681.919922,6.609280109,68.03040314,46.27119827,3.391839981,162.2870026,65.16809845,20.07640076,146.1190033,81.6638031,17.96479988,0,0,0,1,0.0
119.9560013,2067.77002,16.55859947,76.85700226,93.9980011,65.66729736,144.4989929,2058.060059,23.88409996,61.48740005,86.95040131,51.40579987,163.9389954,33.16999817,16.7071991,138.227005,47.36970139,14.38640022,1,0,0,0,0.0
129.9600067,1494.280029,18.01530075,65.21849823,80.41000366,46.13079834,128.5890045,1359.199951,19.46680069,60.51179886,84.48970032,36.03990173,180.9160004,35.10889816,16.81599998,140.5559998,48.04109955,15.43400002,1,0,0,0,0.0
94.46579742,2922.719971,11.96179962,81.86489868,54.70500183,44.62639999,124.9990005,2806.300049,17.48250008,67.47200012,51.6332016,33.75859833,180.727005,46.62620163,19.50469971,150.8849945,57.53839874,18.95980072,1,0,0,0,0.0
137.1580048,1501.280029,19.3253994,67.39029694,86.76339722,49.15890121,150.595993,1276.319946,24.39669991,60.56760025,83.05580139,37.94459915,189.6869965,33.26890182,16.97459984,142.3070068,44.78519821,16.23530006,0,0,0,1,0.0
138.6999969,1454.579956,19.50519943,66.35140228,77.74960327,47.30009842,145.8110046,1237.23999,22.82449913,60.48770142,77.24909973,36.43220139,190.2649994,34.23089981,16.93510056,143.7489929,45.07949829,16.2553997,0,0,0,1,0.0
62.09880066,2932.72998,5.348139763,58.81930161,52.54759979,4.777709961,73.46630096,2815.169922,6.38436985,67.25019836,52.57979965,4.151010036,168.6840057,58.40370178,19.88489914,156.0149994,70.15640259,21.15439987,0,0,0,1,0.0
123.9509964,2331.27002,17.27420044,75.54160309,66.40720367,60.2010994,185.6069946,2284.97998,28.1637001,61.03359985,59.28359985,46.23970032,181.0319977,34.35919952,16.79249954,143.5890045,44.12969971,15.78209972,0,0,0,1,0.0
104.2080002,1923.829956,13.38729954,59.05950165,46.96269989,33.83160019,71.36660004,2026.699951,7.225880146,60.70999908,53.66640091,26.07439995,178.8119965,43.60520172,17.04240036,147.8650055,55.34550095,17.30620003,1,0,0,0,0.0
134.4060059,2236.580078,19.04579926,76.76540375,62.68270111,59.98870087,212.2669983,2046.72998,32.12269974,60.69599915,55.27799988,45.5951004,198.25,32.84400177,16.99010086,146.6239929,40.41820145,16.4015007,0,0,0,1,0.0
61.65859985,2995.97998,5.362939835,61.64989853,52.90570068,4.895959854,68.45379639,2904.060059,6.234230042,67.10610199,52.99110031,4.192550182,165.8950043,58.15670013,20.41259956,152.7929993,70.06289673,20.88990021,1,0,0,0,0.0
142.6329956,1564.130005,20.32670021,69.12509918,85.44689941,51.31019974,172.6419983,1292.310059,28.1826992,60.5909996,79.26529694,39.40000153,194.3609924,32.34949875,17.02759933,143.5399933,42.38410187,16.52260017,0,0,0,1,0.0
138.3470001,1930.040039,19.69370079,74.17220306,80.54370117,57.93209839,197.8500061,1680.189941,31.75919914,60.71989822,70.28009796,44.11420059,199.5480042,31.67270088,17.08670044,144.9120026,40.60309982,16.76519966,0,0,1,0,0.0
67.70510101,3436.840088,6.638040066,67.06189728,45.65090179,5.003610134,58.56669998,3739.040039,6.904230118,68.01080322,44.8871994,3.346869946,163.5390015,65.79979706,20.1182003,146.1679993,82.79920197,18.08460045,0,0,0,1,0.0
62.50130081,2897.860107,5.386769772,57.80410004,39.05009842,4.676809788,72.75520325,2807.23999,6.247069836,66.86720276,39.33739853,4.138730049,174.8919983,57.57440186,19.9041996,160.0039978,68.76629639,21.49850082,0,0,0,1,0.0
116.5619965,1621.72998,15.72529984,61.01639938,58.72930145,40.41619873,110.9160004,1590.76001,14.77449989,60.80099869,78.35910034,31.77980042,178.7429962,37.99639893,16.87039948,141.9459991,50.55199814,15.45740032,1,0,0,0,0.0
102.0139999,2727.590088,13.26889992,76.49420166,57.55730057,41.97779846,146.7929993,2682.469971,20.42490005,66.01490021,54.74229813,31.86599922,177.8419952,44.23009872,19.61730003,145.3769989,54.895401,18.3654995,0,0,0,1,0.0
