M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
166.477005,3951.139893,45.67480087,813.9310303,294.2030029,177.1809998,205.5079956,4015.419922,60.8083992,624.742981,278.8890076,164.2059937,357.4089966,103.0189972,49.2417984,346.0679932,115.1559982,48.02740097,0,1,0,0
157.0890045,3986.219971,37.34519958,801.1389771,272.1669922,168.951004,191.8289948,4021.189941,48.34489822,615.802002,253.2929993,149.2319946,347.1350098,109.5419998,50.35829926,340.8439941,122.677002,47.93610001,0,1,0,0
173.3509979,3964.459961,47.89080048,805.0150146,316.526001,188.4210052,218.6410065,4025.02002,62.63040161,601.9630127,293.9989929,169.6119995,356.9240112,98.78500366,51.46070099,346.2829895,112.3799973,49.69490051,0,1,0,0
162.4179993,3990.120117,32.03359985,794.598999,251.4049988,161.2619934,198.8659973,4007.060059,42.28760147,607.447998,229.9889984,137.8079987,345.9100037,110.5029984,51.05500031,337.8200073,124.6679993,47.70610046,0,1,0,0
153.6589966,3998.75,39.69530106,807.3270264,297.9110107,185.4819946,194.5610046,4051.790039,48.5943985,579.8880005,259.552002,142.2550049,350.8089905,105.5169983,54.10390091,337.118988,121.5339966,47.29759979,0,1,0,0
129.9859924,4048.959961,36.11000061,836.9920044,272.9460144,173.7339935,160.6289978,4069.73999,43.53910065,679.1069946,249.1799927,146.0480042,345.7369995,117.9160004,49.45709991,343.072998,136.1199951,49.74440002,0,1,0,0
164.5529938,3940.370117,44.93790054,812.9810181,278.4509888,176.2940063,200.1679993,3989.179932,60.18659973,644.6060181,268.3009949,167.4100037,355.4909973,104.927002,47.9659996,345.3200073,115.7860031,48.04100037,0,1,0,0
152.9089966,3938.080078,40.38550186,822.8829956,259.3110046,168.8059998,185.9570007,4000.530029,54.41279984,648.8649902,250.9250031,155.1549988,358.052002,112.9189987,48.10100174,341.9899902,124.0220032,46.84489822,0,1,0,0
161.1849976,3950.439941,45.07040024,817.6929932,291.8349915,175.3699951,199.3789978,4024.429932,59.9408989,627.0939941,277.8259888,162.5359955,353.5480042,103.1050034,48.87900162,341.3160095,114.8909988,47.86989975,0,1,0,0
117.4899979,4070.02002,36.06529999,862.7180176,270.7730103,172.1490021,146.4080048,4083.899902,43.84080124,724.1279907,253.2059937,156.9929962,349.026001,123.262001,47.71060181,352.9089966,140.7810059,51.77500153,0,1,0,0
180.0099945,3955.72998,49.17020035,801.7459717,319.6400146,190.9949951,225.470993,4012.280029,64.18000031,603.9160156,298.1719971,172.8079987,356.8829956,97.18409729,51.52009964,346.3699951,111.1760025,49.91880035,0,0,1,0
151.9019928,3989.560059,41.71760178,808.7109985,298.3640137,178.3070068,195.1970062,4057.570068,53.77360153,593.7960205,271.3770142,147.4960022,350.1080017,107.3190002,51.47710037,336.0350037,121.7070007,46.54460144,0,1,0,0
128.2660065,4065.399902,39.68470001,829.8410034,282.5039978,176.7680054,160.8880005,4085.370117,45.58800125,662.427002,254.0160065,144.3350067,345.7250061,116.7969971,50.64429855,343.0109863,135.0970001,49.55289841,0,1,0,0
207.2480011,3930.350098,54.97809982,796.8330078,345.0849915,203.1519928,255.8500061,3978.070068,70.70960236,599.5029907,323.8039856,184.7200012,360.0320129,89.58570099,52.99219894,347.1889954,105.2919998,50.51250076,0,0,0,1
213.4530029,3927.649902,56.65299988,792.8889771,352.6289978,206.8249969,262.8410034,3974.300049,72.36039734,593.2340088,331.0750122,187.6940002,360.0360107,87.47100067,53.90340042,347.3110046,104.1669998,50.80160141,0,0,0,1
246.9799957,3914.860107,64.82089996,774.3359985,357.9089966,203.9369965,285.5379944,3929.959961,83.65730286,606.2780151,339.1220093,194.0529938,354.1170044,78.47309875,51.79669952,350.3840027,96.31359863,52.14699936,0,0,0,1
156.3209991,3939.449951,42.9695015,818.5479736,255.6190033,171.2619934,185.4609985,3972.340088,57.84579849,660.1599731,249.8739929,165.3289948,361.8880005,110.6149979,47.63040161,348.0740051,121.163002,46.70399857,0,1,0,0
149.8130035,4000.72998,42.84560013,818.7000122,306.2130127,176.6029968,193.2740021,4069.219971,55.40119934,592.34198,278.3569946,154.473999,355.196991,106.3509979,51.33380127,342.3649902,118.9970016,47.25730133,0,1,0,0
121.5149994,3990.679932,28.13800049,887.7680054,258.3089905,174.2640076,157.8040009,4023.389893,39.7052002,742.5499878,239.4140015,154.9790039,351.7569885,122.1070023,46.16289902,352.0429993,141.1230011,51.66609955,0,1,0,0
222.1710052,3907.560059,56.73619843,788.7839966,353.3540039,205.121994,272.8760071,3947.330078,73.41230011,605.0079956,333.381012,189.3670044,359.8439941,86.88439941,51.71699905,347.3770142,103.0449982,50.8083992,0,0,0,1
116.3929977,4055.100098,35.20920181,860.6519775,270.9639893,172.496994,149.496994,4073.51001,44.00719833,726.7009888,252.6779938,153.7550049,345.0809937,125.552002,47.63830185,344.8559875,142.901001,51.29779816,0,0,0,1
223.9940033,3950.620117,55.51440048,783.1610107,322.25,187.4620056,263.8039856,3920.719971,73.62319946,642.7340088,301.5859985,188.6690063,357.4289856,85.35389709,46.43470001,361.2470093,101.9889984,52.22040176,0,0,0,1
164.522995,4000.429932,45.96780014,810.0490112,332.125,204.4949951,221.1060028,4063.780029,59.23759842,575.9959717,300.2470093,168.4340057,363.9649963,102.3410034,53.87670135,348.3200073,116.677002,49.54999924,0,1,0,0
245.5330048,3901.540039,64.0094986,760.8770142,374.8080139,222.5390015,296.4240112,3934.879883,81.28890228,581.1710205,355.7170105,206.6040039,360.6470032,78.77570343,57.67699814,357.8120117,97.72100067,54.34030151,0,0,0,1
242.4170074,3919.649902,62.10449982,790.4520264,350.6530151,199.9100037,280.2890015,3927.27002,79.27200317,617.7410278,329.3080139,193.1809998,357.54599,77.94940186,49.90010071,351.3349915,97.24320221,51.17670059,0,0,0,1
123.2689972,4086.719971,40.19070053,825.9829712,282.7739868,173.375,154.7630005,4100.089844,45.88240051,676.5430298,257.6499939,145.2870026,339.3299866,118.189003,49.64030075,336.6900024,136.0310059,49.43500137,0,1,0,0
144.3609924,4030.02002,37.01729965,808.4689941,280.8970032,178.1300049,178.0010071,4053.129883,43.74440002,609.0949707,245.3269958,139.6199951,349.5379944,112.2210007,53.10089874,350.9110107,130.529007,49.98519897,0,1,0,0
117.8990021,4073.26001,36.17070007,860.8809814,270.6489868,171.1519928,145.5240021,4086.290039,43.82350159,722.9869995,253.5910034,156.526001,349.0379944,122.9199982,47.67359924,352.9079895,140.3970032,51.73320007,0,1,0,0
114.1930008,4104.27002,39.99309921,862.8380127,281.105011,177.048996,144.2570038,4116.359863,45.90790176,713.3200073,261.4379883,153.8659973,355.3359985,123.1969986,49.14979935,352.0220032,141.1190033,51.03860092,0,1,0,0
155.1049957,3964.0,37.00740051,807.6849976,257.4609985,168.2359924,186.677002,4000.75,50.31079865,644.8629761,247.5050049,153.9600067,347.4500122,112.8659973,49.5019989,341.0140076,123.7829971,47.90539932,0,1,0,0
191.5829926,3952.550049,52.06520081,795.664978,337.8680115,199.727005,240.8820038,4004.860107,66.93080139,592.5159912,314.1180115,178.4689941,356.9110107,93.07029724,52.90299988,346.5409851,108.6380005,50.40599823,0,0,0,1
117.762001,4029.919922,32.44800186,859.8400269,265.9140015,170.3619995,152.3209991,4053.370117,42.62210083,732.1209717,248.5700073,150.3630066,342.321991,123.1309967,46.86740112,341.6900024,141.5839996,50.5931015,0,1,0,0
