M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
489.8640137,3412.320068,66.98040009,784.1010132,442.8190002,183.6499939,521.8969727,3543.919922,75.88760376,627.4990234,426.7120056,116.3820038,210.3930054,52.97230148,28.42429924,184.8630066,73.55639648,24.78899956,1,0,0,0,0.0
458.0130005,3604.77002,63.08789825,840.0620117,406.0079956,144.0279999,475.4710083,3695.790039,70.98989868,676.1589966,389.7009888,88.52719879,211.3500061,61.78079987,31.49370003,193.7810059,83.68280029,27.19280052,0,1,0,0,0.0
439.5299988,3306.169922,52.30690002,631.6069946,435.9240112,177.1990051,469.2650146,3376.050049,66.47350311,502.7120056,431.6029968,139.7140045,202.6139984,47.92689896,26.11930084,195.5130005,60.97800064,22.65690041,0,0,1,0,0.0
406.4450073,3562.600098,48.58000183,799.026001,396.9590149,154.1849976,438.4190063,3685.820068,60.17699814,652.3339844,379.4070129,105.6060028,210.4960022,57.11100006,29.85140038,190.9060059,74.65309906,25.80890083,1,0,0,0,0.0
549.947998,3135.879883,90.07959747,793.8140259,487.4259949,235.2180023,595.382019,3213.060059,100.4280014,556.0180054,468.8179932,167.5319977,207.7259979,43.03559875,35.82899857,197.0269928,57.75139999,26.07220078,0,1,0,0,0.0
554.5510254,3085.649902,92.14430237,802.9089966,494.6350098,246.0549927,600.0640259,3161.199951,101.6819992,555.3619995,471.8150024,170.0410004,208.3309937,42.31259918,39.28129959,200.9609985,57.44179916,27.57019997,0,0,1,0,0.0
460.0159912,3353.469971,56.7560997,667.2410278,451.178009,182.1799927,497.473999,3414.570068,72.96769714,534.2449951,446.6860046,143.2200012,202.4499969,47.76290131,26.68720055,191.1869965,60.97869873,22.3239994,1,0,0,0,0.0
458.0220032,3606.429932,62.94110107,840.3109741,406.70401,144.1380005,475.5899963,3698.879883,70.89890289,676.7440186,390.2820129,88.34590149,211.3609924,61.87020111,31.58060074,193.7510071,83.7559967,27.23069954,0,1,0,0,0.0
443.5780029,3636.72998,56.51190186,829.6619873,410.8559875,147.2839966,466.7550049,3749.060059,66.57050323,672.7109985,393.8609924,92.27559662,211.3070068,61.01699829,30.75289917,191.4790039,81.5667038,26.88400078,1,0,0,0,0.0
413.9700012,3556.429932,50.39830017,806.4190063,400.1400146,156.1959991,444.5650024,3685.919922,61.34909821,655.0319824,382.1619873,103.8479996,210.4880066,57.26800156,30.45280075,191.0859985,75.63349915,26.07180023,1,0,0,0,0.0
483.9400024,3399.610107,63.23970032,710.1619873,471.5039978,192.2429962,527.539978,3445.909912,80.68470001,572.4019775,464.9590149,150.7200012,206.677002,46.81779861,27.51049995,189.0339966,60.09030151,22.83909988,1,0,0,0,0.0
390.2829895,3522.310059,45.51599884,780.8530273,384.2269897,152.4140015,422.3320007,3638.929932,57.89730072,642.2340088,367.4089966,109.9260025,210.3789978,56.09370041,29.88400078,191.7859955,72.22660065,25.68460083,0,0,1,0,0.0
480.3999939,3640.01001,61.21319962,716.5200195,478.447998,176.3280029,524.0479736,3646.060059,80.76909637,621.0739746,476.9609985,148.9060059,206.272995,49.74079895,26.61389923,183.3809967,61.04230118,22.10619926,1,0,0,0,0.0
390.45401,3521.669922,45.57120132,781.1240234,384.8529968,152.848999,422.3009949,3640.26001,57.90340042,642.6290283,367.7909851,109.75,210.3800049,56.11640167,30.04980087,191.7960052,72.29799652,25.73500061,1,0,0,0,0.0
534.0830078,3187.179932,84.25389862,773.2219849,478.3580017,224.0919952,578.1660156,3260.219971,95.77020264,552.882019,463.0360107,163.3439941,207.4049988,44.02190018,33.54990005,195.798996,58.26100159,25.16740036,1,0,0,0,0.0
419.7770081,3351.719971,48.36209869,660.9429932,411.4590149,169.9850006,448.7160034,3406.030029,61.87210083,544.8790283,406.2019958,137.9450073,193.0010071,46.74919891,26.20820045,196.9620056,61.4233017,23.81520081,0,0,1,0,0.0
426.5780029,3605.659912,52.96160126,813.8790283,401.6940002,146.9589996,453.1090088,3703.820068,63.73080063,665.5999756,385.7170105,99.3411026,211.1719971,59.50370026,29.69689941,192.3269958,78.09670258,26.4477005,0,0,0,1,0.0
394.8340149,3415.610107,45.62609863,707.34198,385.1830139,153.2039948,422.4880066,3516.820068,58.78440094,577.822998,373.0400085,120.1159973,208.9340057,52.96849823,28.55139923,196.0460052,67.39160156,25.46100044,0,0,1,0,0.0
535.1400146,3182.800049,84.5161972,774.8660278,479.9119873,225.3190002,579.7180176,3257.51001,96.03780365,554.1929932,464.3320007,163.6159973,207.4199982,43.90639877,33.68759918,195.6080017,58.24860001,25.21299934,1,0,0,0,0.0
406.1409912,3569.25,48.43560028,798.992981,397.42099,153.6940002,438.5329895,3690.909912,60.12189865,652.7119751,379.9530029,105.6669998,210.5160065,57.1841011,29.61919975,190.7460022,74.63310242,25.72400093,1,0,0,0,0.0
546.6810303,3161.790039,88.94680023,788.4299927,482.2650146,229.6040039,591.0689697,3233.959961,99.61270142,553.6630249,465.2950134,166.3739929,207.5749969,43.5177002,34.76549911,196.7720032,57.85210037,25.65559959,1,0,0,0,0.0
461.4100037,3588.51001,63.91749954,844.8549805,409.4790039,144.2180023,477.946991,3682.51001,71.51319885,683.9749756,392.2269897,86.21849823,211.4830017,62.92959976,32.88339996,195.5070038,84.80310059,27.83429909,0,1,0,0,0.0
426.7969971,3690.139893,50.71060181,818.8930054,416.7200012,148.6349945,457.3349915,3811.23999,62.58599854,666.9260254,398.3139954,97.22380066,211.4409943,60.32970047,28.66539955,188.5169983,78.93270111,25.67160034,1,0,0,0,0.0
461.2080078,3331.97998,57.68259811,668.3410034,452.4960022,184.9940033,498.5559998,3399.969971,73.21720123,531.6539917,447.2460022,143.279007,202.5130005,47.53319931,27.0991993,191.3869934,61.03559875,22.47739983,1,0,0,0,0.0
