H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
112.098999,1576.449951,13.25510025,125.6389999,115.8310013,128.522995,117.6740036,1549.25,17.11219978,85.07240295,110.1230011,93.88480377,202.348999,48.05149841,26.33480072,190.3829956,60.8973999,22.11599922,1,0,0,0,0.0
72.95149994,1835.199951,6.01857996,162.9960022,112.0400009,64.19940186,68.78839874,1683.619995,6.060319901,94.22889709,94.44300079,35.18209839,210.2350006,54.9375,30.25699997,192.8500061,69.93520355,25.625,0,1,0,0,0.0
74.12310028,1804.530029,6.282810211,158.1560059,110.276001,62.71250153,67.32939911,1681.780029,6.142159939,93.92759705,94.05709839,28.84519958,210.526001,57.28850174,29.6548996,190.6569977,74.90550232,25.75090027,0,0,0,1,0.0
106.8909988,1615.780029,12.23869991,122.7910004,117.0839996,121.4560013,111.0699997,1552.160034,14.25570011,84.92150116,110.4410019,83.78739929,202.6100006,48.01660156,25.88470078,195.9429932,60.96839905,22.59250069,1,0,0,0,0.0
74.89659882,1801.939941,6.442900181,152.8170013,108.3300018,57.14429855,67.87049866,1676.73999,6.212200165,93.0734024,92.26940155,27.56100082,211.1459961,59.07490158,29.31240082,192.1159973,77.00060272,26.27339935,1,0,0,0,0.0
74.09690094,1804.23999,6.270370007,158.1260071,110.2470016,62.91149902,67.61840057,1682.050049,6.166629791,93.94950104,94.08450317,28.9197998,210.5090027,57.21250153,29.82130051,190.7980042,74.87310028,25.81030083,1,0,0,0,0.0
116.7789993,1528.52002,15.00020027,134.4940033,114.7050018,136.4730072,125.5759964,1532.869995,20.32130051,86.06210327,108.9059982,107.9489975,206.371994,47.67950058,26.90060043,184.7440033,60.46829987,22.25189972,1,0,0,0,0.0
124.2050018,1502.680054,16.62610054,135.8880005,113.5759964,168.2200012,131.4420013,1519.699951,20.94919968,86.85160065,107.3809967,110.4929962,206.9380035,45.8445015,30.11079979,194.3200073,59.5359993,23.84309959,0,0,0,1,0.0
125.2160034,1497.400024,16.44809914,133.3359985,114.6389999,160.5149994,131.397995,1532.48999,21.07029915,85.89129639,108.8590012,109.5680008,206.8609924,46.19820023,28.25370026,190.7200012,59.89749908,23.22540092,0,0,0,1,0.0
82.29419708,1774.819946,7.727399826,148.8540039,116.2699966,77.31109619,77.8993988,1667.920044,7.961050034,90.85990143,98.18530273,47.45690155,208.9490051,52.94499969,28.35230064,196.1970062,67.45610046,25.47400093,0,0,1,0,0.0
115.8000031,1548.099976,14.42819977,137.848999,109.7570038,143.8320007,119.1999969,1544.26001,17.66959953,90.50289917,104.7779999,85.67449951,201.8139954,49.44589996,31.39839935,185.3690033,67.2365036,25.88619995,1,0,0,0,0.0
74.84369659,1803.819946,6.417280197,152.5469971,108.1529999,56.55149841,68.49720001,1677.349976,6.259329796,93.12940216,92.31950378,27.94610023,211.0919952,58.95489883,29.61300087,192.9279938,76.89420319,26.47459984,0,0,0,1,0.0
134.6940002,1430.130005,19.50110054,142.0370026,112.6869965,199.973999,143.1670074,1514.829956,25.7595005,86.90750122,107.0059967,132.826004,207.4459991,43.92459869,33.82979965,196.1459961,58.14509964,25.2826004,1,0,0,0,0.0
76.5727005,1774.880005,6.982190132,149.2100067,107.9039993,56.50529861,69.91560364,1677.680054,6.465459824,92.91570282,92.31700134,23.39850044,211.4420013,60.95909882,28.35140038,185.0690002,80.04119873,25.30559921,1,0,0,0,0.0
75.41819763,1787.430054,6.30313015,147.1450043,103.6470032,49.38819885,71.5582962,1682.800049,6.737959862,93.24240112,92.4178009,19.65789986,211.4049988,62.34519958,32.01779938,194.2109985,84.50009918,27.42040062,0,1,0,0,0.0
73.459198,1825.449951,6.131140232,160.8849945,111.3249969,63.08269882,66.91870117,1681.719971,5.994480133,94.03019714,94.16649628,32.37749863,210.3630066,56.01480103,29.28849983,191.7969971,72.01789856,25.5359993,0,0,0,1,0.0
109.5360031,1605.310059,12.72270012,123.8809967,117.5080032,126.7509995,112.651001,1552.119995,14.07629967,84.92099762,110.4869995,81.71829987,202.6640015,47.82580185,26.40270042,195.8439941,60.99209976,22.86289978,0,0,0,1,0.0
110.7890015,1598.5,12.97130013,124.5299988,117.4940033,129.6459961,113.7829971,1551.819946,14.31739998,84.93099976,110.4680023,82.15540314,202.6690063,47.7458992,26.65519905,195.3789978,61.00519943,22.88540077,0,0,0,1,0.0
73.44619751,1826.140015,6.126959801,160.9279938,111.3410034,63.05970001,66.83820343,1681.650024,5.986700058,94.02870178,94.16179657,32.43199921,210.3560028,55.98649979,29.22970009,191.8209991,71.96360016,25.52479935,1,0,0,0,0.0
73.61049652,1815.619995,6.151309967,159.8509979,111.0179977,63.73469925,68.37220001,1682.930054,6.148379803,94.07679749,94.25789642,31.75830078,210.3919983,56.24969864,30.26300049,191.7510071,72.68170166,25.82290077,1,0,0,0,0.0
73.56430054,1818.97998,6.149980068,160.2660065,111.1500015,63.46960068,67.89510345,1682.540039,6.092140198,94.06130219,94.22930145,31.98480034,210.3890076,56.1853981,29.93230057,191.7169952,72.4437027,25.71019936,1,0,0,0,0.0
74.90850067,1801.660034,6.441919804,152.720993,108.262001,57.04270172,67.95030212,1676.849976,6.221879959,93.07730103,92.27359772,27.44980049,211.1470032,59.11640167,29.35519981,192.1439972,77.10820007,26.29389954,0,0,0,1,0.0
111.9869995,1588.390015,13.24400043,125.2279968,117.0270004,132.2779999,115.5589981,1550.890015,15.22830009,84.9598999,110.3649979,85.81330109,202.6309967,47.67670059,26.79249954,194.3280029,61.02050018,22.75799942,1,0,0,0,0.0
73.54109955,1820.599976,6.148230076,160.451004,111.1999969,63.34629822,67.63439941,1682.329956,6.064760208,94.05200195,94.21219635,32.07139969,210.3869934,56.15459824,29.76040077,191.7140045,72.34500122,25.65740013,0,0,1,0,0.0
141.0370026,1375.130005,22.78759956,155.2389984,112.0830002,233.0110016,153.6569977,1510.47998,29.08099937,87.03309631,106.6039963,146.0740051,208.8939972,41.32049942,41.3044014,210.3439941,56.57350159,29.91519928,0,0,1,0,0.0
73.29940033,1838.819946,5.936369896,160.0200043,111.4810028,63.01060104,67.49449921,1681.780029,6.039219856,94.13819885,94.22650146,33.65069962,210.0670013,55.25329971,28.52910042,192.5189972,70.78070068,25.78730011,0,0,0,1,0.0
