H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
33.56230164,2087.169922,4.503540039,241.5859985,103.5210037,31.2887001,39.39300156,2121.110107,4.891019821,160.0010071,94.91079712,26.60589981,357.4089966,103.0189972,49.2417984,346.0679932,115.1559982,48.02740097,0,1,0,0
32.53480148,2117.070068,3.828830004,238.6040039,97.05010223,26.91570091,37.51910019,2150.159912,4.240439892,155.5970001,88.14050293,23.11730003,347.1350098,109.5419998,50.35829926,340.8439941,122.677002,47.93610001,0,1,0,0
36.56019974,2090.429932,4.642910004,234.9920044,107.2440033,37.88800049,43.44139862,2121.330078,5.085710049,149.7250061,96.74629974,30.03310013,356.9240112,98.78500366,51.46070099,346.2829895,112.3799973,49.69490051,0,1,0,0
33.12850189,2115.840088,3.503289938,230.3939972,91.64279938,24.02549934,38.94530106,2147.149902,4.164649963,148.0930023,82.75550079,20.88190079,345.9100037,110.5029984,51.05500031,337.8200073,124.6679993,47.70610046,0,1,0,0
32.67890167,2145.550049,3.762029886,243.451004,102.1839981,33.93799973,39.44290161,2194.419922,4.432400227,144.3690033,87.56770325,21.9307003,350.8089905,105.5169983,54.10390091,337.118988,121.5339966,47.29759979,0,1,0,0
30.33160019,2145.659912,3.742019892,247.0850067,96.60700226,27.93950081,36.21609879,2185.570068,4.226540089,180.0590057,86.82189941,23.20859909,345.7369995,117.9160004,49.45709991,343.072998,136.1199951,49.74440002,0,1,0,0
32.24700165,2081.879883,4.488810062,237.522995,101.6269989,27.93519974,37.96989822,2114.209961,4.793600082,166.352005,95.32900238,26.51490021,355.4909973,104.927002,47.9659996,345.3200073,115.7860031,48.04100037,0,1,0,0
30.34469986,2099.639893,4.165959835,244.9539948,97.09909821,25.20630074,35.98970032,2134.590088,4.566709995,169.0950012,90.9260025,23.49230003,358.052002,112.9189987,48.10100174,341.9899902,124.0220032,46.84489822,0,1,0,0
32.72119904,2088.840088,4.476200104,246.802002,103.026001,30.8621006,38.58539963,2124.860107,4.822979927,162.7440033,94.43419647,26.27470016,353.5480042,103.1050034,48.87900162,341.3160095,114.8909988,47.86989975,0,1,0,0
28.90329933,2146.860107,3.883559942,254.5590057,96.57990265,27.05200005,35.21519852,2186.98999,4.177159786,198.6450043,89.34120178,24.63489914,349.026001,123.262001,47.71060181,352.9089966,140.7810059,51.77500153,0,1,0,0
37.85509872,2080.389893,4.72961998,230.7929993,107.7460022,39.81409836,45.03229904,2108.850098,5.223879814,148.6820068,97.68170166,31.59000015,356.8829956,97.18409729,51.52009964,346.3699951,111.1760025,49.91880035,0,0,1,0
32.26279831,2124.669922,4.076620102,246.3659973,103.1620026,31.03879929,38.47460175,2165.639893,4.472169876,151.2089996,90.66449738,23.21450043,350.1080017,107.3190002,51.47710037,336.0350037,121.7070007,46.54460144,0,1,0,0
30.32929993,2165.040039,3.8046,244.8130035,98.42500305,30.16550064,36.63830185,2210.26001,4.351679802,173.3930054,86.88670349,23.13409996,345.7250061,116.7969971,50.64429855,343.0109863,135.0970001,49.55289841,0,1,0,0
45.0564003,2043.0,5.085350037,217.7640076,111.8450012,51.40050125,53.87789917,2058.340088,5.815279961,140.5099945,101.7679977,39.21829987,360.0320129,89.58570099,52.99219894,347.1889954,105.2919998,50.51250076,0,0,0,1
47.86009979,2037.189941,5.174280167,213.7059937,112.8519974,56.31549835,57.53519821,2046.339966,5.984819889,136.7940063,102.6119995,41.87599945,360.0360107,87.47100067,53.90340042,347.3110046,104.1669998,50.80160141,0,0,0,1
51.26190186,1980.98999,5.674680233,200.5130005,113.2050018,58.81000137,61.22140121,1978.25,6.703499794,136.2250061,104.3899994,44.89580154,354.1170044,78.47309875,51.79669952,350.3840027,96.31359863,52.14699936,0,0,0,1
30.62680054,2092.889893,4.407820225,234.7039948,97.36779785,24.48180008,36.29550171,2123.77002,4.629149914,173.220993,93.84470367,24.6984005,361.8880005,110.6149979,47.63040161,348.0740051,121.163002,46.70399857,0,1,0,0
32.43420029,2122.939941,4.19299984,253.1329956,104.8799973,30.52140045,37.94010162,2160.929932,4.409339905,154.3789978,92.5766983,23.97870064,355.196991,106.3509979,51.33380127,342.3649902,118.9970016,47.25730133,0,1,0,0
27.44589996,2102.399902,3.61281991,262.1000061,94.67579651,27.99699974,35.38359833,2147.870117,3.838200092,201.0659943,87.59120178,24.13209915,351.7569885,122.1070023,46.16289902,352.0429993,141.1230011,51.66609955,0,1,0,0
45.36330032,2012.77002,5.208390236,209.2850037,113.026001,50.14039993,53.29029846,2032.030029,6.015329838,139.727005,103.5230026,40.23360062,359.8439941,86.88439941,51.71699905,347.3770142,103.0449982,50.8083992,0,0,0,1
28.04409981,2143.889893,3.881390095,254.4559937,96.63870239,28.30960083,35.5760994,2189.840088,4.189730167,196.878006,88.80039978,24.79220009,345.0809937,125.552002,47.63830185,344.8559875,142.901001,51.29779816,0,0,0,1
39.17699814,2010.73999,5.101140022,202.3509979,108.7630005,34.27780151,46.05970001,2034.140015,5.726280212,150.2160034,101.9309998,33.05490112,357.4289856,85.35389709,46.43470001,361.2470093,101.9889984,52.22040176,0,0,0,1
34.89899826,2128.030029,4.466110229,235.2859955,111.9550018,38.58150101,42.51910019,2166.699951,4.755469799,138.9680023,97.68910217,28.62030029,363.9649963,102.3410034,53.87670135,348.3200073,116.677002,49.54999924,0,1,0,0
