H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
40.44150162,1917.380005,4.596409798,67.15039825,40.2643013,2.119780064,45.93220139,1946.97998,4.87473011,50.52180099,36.34700012,1.496770024,219.8880005,83.74490356,136.5370026,215.8070068,103.7539978,43.9516983,1,0,0,0,0.0
34.37720108,2085.379883,4.628359795,67.46289825,42.79919815,2.881789923,39.01549911,2046.329956,4.874760151,52.95949936,40.8166008,1.712129951,229.3690033,99.67590332,39.207901,219.5460052,116.7890015,40.43349838,1,0,0,0,0.0
62.55659866,1903.810059,4.149750233,65.91410065,39.65710068,1.759019971,67.60510254,1927.089966,4.80245018,50.60850143,34.59460068,1.485700011,220.0700073,83.66100311,132.8529968,207.4660034,100.6009979,46.21319962,1,0,0,0,0.0
40.84360123,1942.469971,3.909519911,69.84290314,42.42219925,1.727570057,49.37829971,1958.23999,4.788219929,59.94950104,38.31570053,1.619639993,230.2129974,102.4789963,43.17110062,236.8609924,111.487999,41.69680023,1,0,0,0,0.0
43.02780151,1948.800049,4.136290073,68.13200378,42.01409912,1.890840054,49.52709961,1961.859985,4.754059792,57.2696991,38.03779984,1.601209998,231.4880066,100.4720001,41.7010994,230.2669983,113.3860016,42.32189941,1,0,0,0,0.0
41.1228981,2103.01001,4.597700119,68.58999634,39.7580986,2.516279936,46.37360001,2118.139893,5.092209816,50.83639908,37.27600098,1.50556004,210.2079926,100.8949966,139.7030029,193.5220032,108.1589966,40.26530075,0,0,0,1,0.0
46.08000183,2064.340088,4.531610012,67.67780304,39.62649918,2.187020063,51.25009918,2094.709961,5.08521986,50.10950089,36.12030029,1.492640018,211.4250031,96.97840118,136.7030029,197.7969971,106.7259979,40.28089905,0,0,0,1,0.0
35.65629959,2033.900024,4.578539848,67.80680084,42.7439003,3.032969952,41.57339859,2031.410034,4.865089893,53.00379944,39.8553009,1.715250015,229.7489929,98.72470093,39.10649872,220.1119995,114.9189987,40.38339996,0,0,0,1,0.0
44.4858017,2180.949951,4.484230042,65.00559998,41.51210022,4.322259903,51.75180054,2195.639893,4.972280025,47.36750031,37.20330048,1.875079989,236.8249969,98.06999969,36.57849884,204.6940002,108.7829971,31.05480003,1,0,0,0,0.0
35.13399887,2145.110107,4.734869957,65.07240295,41.86780167,2.724709988,37.14810181,2013.540039,5.003910065,52.21960068,41.48540115,1.721969962,226.0350037,99.07730103,40.38990021,214.5789948,116.6070023,40.66799927,0,0,0,1,0.0
52.6385994,1919.859985,4.324110031,65.01390076,41.40280151,1.847190022,55.3506012,1943.050049,4.677969933,52.62919998,35.65750122,1.601889968,245.2949982,94.6957016,43.23189926,220.9900055,105.8079987,37.89730072,1,0,0,0,0.0
52.68870163,1988.939941,4.424119949,66.07499695,41.21490097,3.248840094,56.15950012,2011.48999,4.646510124,49.40480042,35.9231987,1.690240026,247.6640015,93.48249817,42.26039886,215.673996,106.939003,39.80369949,1,0,0,0,0.0
35.2154007,2049.97998,4.576869965,67.80269623,42.75939941,3.044509888,40.91379929,2040.630005,4.867209911,53.13190079,40.08530045,1.718140006,229.7220001,99.47350311,39.1568985,220.3630066,115.5690002,40.41350174,0,0,0,1,0.0
56.69229889,1909.680054,4.331069946,64.50240326,41.29100037,1.875669956,57.56689835,1930.050049,4.671989918,51.53519821,35.09270096,1.557319999,244.5449982,93.38169861,43.0143013,215.8860016,104.2679977,37.73830032,1,0,0,0,0.0
52.10889816,1964.209961,4.467919827,65.48989868,41.17850113,2.75880003,55.43320084,1989.369995,4.645969868,49.61610031,35.75479889,1.663900018,247.7169952,91.8391037,42.30270004,215.2030029,106.2020035,39.86460114,1,0,0,0,0.0
44.83750153,2157.25,4.505109787,65.03469849,41.48180008,4.654150009,52.50759888,2175.77002,4.972310066,47.64369965,37.1733017,1.869619966,237.0670013,97.10690308,36.64139938,206.5379944,108.7639999,31.08699989,1,0,0,0,0.0
37.07109833,2084.169922,4.473189831,64.57649994,41.39390182,2.868479967,43.66090012,2078.659912,4.99093008,52.94950104,39.56510162,1.81803,226.621994,97.77539825,40.6534996,217.970993,113.1689987,40.75600052,1,0,0,0,0.0
51.81209946,2011.540039,4.399409771,67.70770264,40.35469818,2.027620077,56.67549896,2034.709961,4.878749847,50.10820007,35.63180161,1.47705996,218.7579956,92.01799774,138.9700012,203.4120026,103.7490005,44.02190018,0,0,0,1,0.0
40.82640076,2126.179932,4.717510223,65.90799713,39.73960114,2.168940067,45.29639816,2098.52002,5.108610153,50.3083992,37.74560165,1.509840012,208.701004,100.4420013,130.7109985,197.9730072,110.3079987,39.67639923,1,0,0,0,0.0
46.04410172,1966.560059,4.136030197,68.46710205,42.20510101,2.070729971,52.20909882,1973.420044,4.794020176,55.11790085,37.78499985,1.619529963,228.0800018,96.03579712,42.7901001,221.154007,110.2269974,41.26890182,0,0,0,1,0.0
56.12350082,1976.27002,4.275109768,68.2786026,39.4673996,1.915159941,60.96120071,1999.920044,4.766739845,49.93790054,35.25939941,1.489670038,221.5890045,90.33270264,137.2409973,206.6360016,104.5390015,48.60860062,0,0,0,1,0.0
42.47750092,2136.76001,4.699689865,64.20220184,41.39839935,4.288249969,48.9408989,2119.659912,4.989480019,48.9007988,38.01570129,1.777760029,233.1569977,98.95179749,36.32030106,207.3970032,111.0999985,30.95750046,1,0,0,0,0.0
48.68560028,2076.389893,4.56208992,64.88269806,41.40950012,5.32434988,56.42340088,2107.149902,4.965519905,48.47480011,36.77009964,1.793849945,238.1950073,96.57150269,36.80479813,209.9060059,108.6330032,31.22459984,1,0,0,0,0.0
