H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
82.36540222,1890.349976,5.372459888,64.19490051,63.6106987,5.013450146,83.15019989,1934.839966,6.121510029,51.07500076,66.88780212,3.020279884,210.0809937,64.06880188,38.49440002,193.5079956,74.49259949,41.10409927,0,0,0,1,0.0
55.9897995,2018.0,4.136370182,61.07479858,57.35929871,3.142950058,55.00270081,2058.320068,4.11274004,50.02569962,58.16320038,1.792880058,217.6609955,74.83930206,39.20330048,205.3159943,81.29579926,42.16830063,1,0,0,0,0.0
57.96760178,2000.939941,4.514760017,61.38800049,58.38729858,3.32198,57.79980087,2048.25,4.53057003,49.2887001,58.64699936,1.869330049,217.3899994,72.2983017,39.69779968,203.2630005,80.39279938,42.99710083,1,0,0,0,0.0
49.10179901,2074.679932,4.647019863,61.73239899,66.09120178,2.790250063,50.24620056,2078.129883,6.025139809,50.25970078,62.18320084,1.762730002,221.572998,88.48300171,39.54029846,225.8139954,94.84089661,42.99169922,0,0,0,1,0.0
46.73379898,2089.449951,4.055840015,61.26100159,59.62490082,2.125590086,51.52959824,2083.280029,4.992479801,50.17200089,56.58879852,1.406309962,219.7389984,84.13809967,39.47919846,218.1719971,92.18800354,42.85480118,0,0,0,1,0.0
61.90819931,2003.219971,5.031990051,64.19580078,62.00899887,3.949440002,59.15950012,2036.449951,5.015389919,50.80110168,58.0318985,2.091589928,212.7050018,66.14779663,38.16699982,205.1580048,77.8588028,40.69919968,0,0,0,1,0.0
83.51470184,1902.26001,5.421720028,64.50360107,64.14389801,5.445640087,85.12120056,1916.199951,6.941629887,51.25460052,63.94869995,3.316659927,211.125,63.32960129,38.5318985,203.5879974,68.77549744,41.23320007,0,0,0,1,0.0
61.75230026,1998.859985,5.044250011,63.94749832,61.57040024,4.027669907,59.62639999,2044.25,5.075860023,50.73469925,60.4518013,2.004889965,211.0200043,65.59349823,38.04349899,198.5639954,77.71479797,40.45320129,0,0,0,1,0.0
71.62599945,1945.48999,5.169300079,64.35720062,63.49280167,4.575610161,72.55930328,1995.619995,5.73074007,51.05350113,63.98920059,2.519059896,211.7660065,63.39179993,38.56990051,198.5630035,75.00489807,41.24300003,0,0,0,1,0.0
50.37030029,2066.030029,4.693270206,61.52529907,63.30920029,3.001699924,50.24229813,2088.570068,5.47988987,50.16410065,63.7840004,1.61255002,219.6450043,78.38420105,39.41500092,212.5820007,90.21379852,42.74459839,0,0,0,1,0.0
42.90330124,2074.22998,3.714859962,60.71920013,53.94530106,1.555680037,47.41379929,2092.719971,4.101359844,50.04629898,52.14149857,1.295120001,218.121994,74.54859924,39.41820145,202.3739929,86.92320251,42.3103981,0,0,0,1,0.0
75.97160339,1926.900024,5.255630016,64.13179779,62.78760147,4.61164999,73.74729919,1976.560059,5.502649784,50.9822998,64.90390015,2.600939989,209.9730072,64.58989716,38.49760056,192.8200073,76.45629883,40.99900055,0,0,0,1,0.0
84.19930267,1886.430054,5.483530045,64.35780334,64.13819885,5.40252018,88.32260132,1900.939941,6.931930065,51.21689987,65.20670319,3.491820097,210.5,63.3451004,38.51259995,198.6759949,69.65809631,41.17969894,0,0,0,1,0.0
47.9681015,2081.659912,4.537079811,61.65380096,65.33750153,2.535409927,50.29769897,2079.949951,6.000750065,50.2480011,60.96419907,1.658910036,221.1580048,88.35009766,39.54909897,223.7019958,95.34809875,42.98460007,0,0,0,1,0.0
