H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
80.62169647,1900.650024,5.342199802,64.40750122,63.89519882,5.045949936,84.57029724,1922.849976,6.480750084,51.15679932,65.05889893,3.222719908,211.0820007,63.60189819,38.5257988,196.1450043,71.44909668,41.35160065,0,0,0,1
76.01039886,1929.849976,5.286580086,64.23750305,63.78770065,4.681419849,73.57700348,1975.400024,5.722350121,50.99940109,66.41249847,2.6089499,211.2169952,64.67970276,38.57279968,196.6529999,74.04869843,41.20159912,0,0,0,1
45.91859818,2070.27002,3.952009916,61.05939865,57.38050079,2.321019888,48.10100174,2088.600098,4.238220215,50.04740143,54.87360001,1.416000009,219.1340027,82.13379669,39.33819962,217.2369995,83.97100067,42.59189987,1,0,0,0
85.13700104,1880.319946,5.502359867,64.27809906,64.03510284,5.359020233,87.4960022,1913.319946,6.745049953,51.18510056,66.66410065,3.288680077,210.2460022,63.85570145,38.49840164,197.720993,72.24819946,41.16329956,0,0,0,1
49.55519867,2074.27002,4.610919952,61.57569885,63.91970062,2.863699913,49.64799881,2092.5,5.522160053,50.18799973,63.33369827,1.592700005,220.7859955,82.32929993,39.46509933,218.4259949,92.02529907,42.88169861,0,0,0,1
48.89039993,2046.48999,3.897650003,60.94380188,55.91400146,2.57220006,48.33549881,2077.540039,3.794169903,50.00830078,54.15179825,1.583930016,218.2899933,78.31890106,39.2594986,208.951004,81.0789032,42.22470093,1,0,0,0
50.60020065,2057.310059,4.884769917,61.82249832,66.5734024,3.218280077,50.80920029,2066.780029,6.121310234,50.28210068,63.5082016,1.999410033,221.1929932,85.25800323,39.49840164,225.5440063,92.52829742,42.86949921,0,0,0,1
77.16329956,1929.849976,5.242030144,64.52400208,63.47119904,5.065060139,78.12200165,1954.650024,6.379209995,51.18239975,62.16719818,2.944210052,211.4140015,63.62049866,38.55759811,202.5650024,71.25119781,41.2737999,0,0,0,1
44.46709824,2064.080078,3.761859894,60.79019928,54.56389999,2.004479885,46.5060997,2089.070068,3.869019985,50.0094986,51.6230011,1.385849953,218.2489929,76.83830261,39.35070038,205.2299957,83.94210052,42.22890091,0,0,0,1
44.96350098,2067.959961,3.855639935,60.99580002,56.49079895,2.271440029,45.86109924,2089.030029,3.971940041,50.01720047,52.67240143,1.466249943,219.3119965,81.79160309,39.32040024,214.3619995,82.59739685,42.31370163,1,0,0,0
78.19860077,1922.420044,5.278269768,64.48470306,63.66899872,5.052050114,80.16699982,1944.900024,6.418409824,51.17430115,63.04660034,3.017610073,211.3509979,63.56689835,38.54959869,201.0099945,71.24549866,41.28390121,0,0,0,1
72.02940369,1942.97998,5.174240112,64.36530304,63.48419952,4.598519802,73.16929626,1991.619995,5.766560078,51.06190109,63.92839813,2.564399958,211.723999,63.42539978,38.56890106,198.5500031,74.82230377,41.25590134,0,0,0,1
64.90440369,1980.469971,4.627769947,61.84109879,60.02569962,3.677059889,63.14410019,2027.300049,4.668560028,49.85699844,60.25350189,2.078000069,212.022995,69.3164978,38.20640182,197.8840027,79.62840271,41.6271019,1,0,0,0
43.24549866,2073.040039,3.726160049,60.7112999,53.91600037,1.61097002,47.60039902,2091.97998,4.081709862,50.04130173,52.12469864,1.296450019,217.9779968,74.27059937,39.40950012,201.4830017,86.58239746,42.2779007,0,0,0,1
45.37340164,2073.330078,3.921639919,61.05939865,57.30720139,2.229949951,48.05920029,2088.830078,4.281610012,50.05680084,54.19540024,1.403609991,219.2689972,82.33390045,39.36640167,216.7030029,85.28949738,42.58720016,0,0,0,1
79.60220337,1910.209961,5.31882,64.43340302,63.84249878,5.035590172,82.8934021,1931.449951,6.451930046,51.16019821,64.29769897,3.133569956,211.2079926,63.57089996,38.5359993,198.0659943,71.35610199,41.31740189,0,0,0,1
50.95769882,2060.939941,4.768760204,61.54800034,63.54399872,3.068710089,50.68849945,2081.48999,5.538169861,50.17150116,63.70569992,1.650930047,219.503006,76.87239838,39.41439819,211.7779999,89.78440094,42.74900055,0,0,0,1
48.9557991,2050.25,3.987210035,61.02550125,56.9007988,2.617039919,49.18349838,2080.449951,4.029220104,50.0245018,55.64659882,1.556570053,218.4649963,79.21869659,39.27130127,211.5890045,81.86419678,42.35979843,1,0,0,0
43.74580002,2072.02002,3.792289972,60.79550171,54.90209961,1.735530019,48.55450058,2091.209961,4.258609772,50.04790115,52.45750046,1.30151999,218.1999969,75.69129944,39.4219017,203.697998,87.49520111,42.35359955,0,0,0,1
66.45480347,1969.939941,4.890880108,63.76269913,61.2887001,4.185619831,63.76869965,2021.339966,5.063029766,50.70050049,62.10309982,2.226690054,209.7680054,66.09549713,37.92610168,193.5399933,79.55210114,40.17050171,1,0,0,0
42.87039948,2079.590088,3.827130079,60.89920044,56.01580048,1.593819976,48.4715004,2092.820068,4.54734993,50.08729935,53.22890091,1.30783999,218.8009949,77.7256012,39.46659851,207.5630035,89.63130188,42.50960159,0,0,0,1
81.98020172,1914.219971,5.326499939,64.59159851,63.84740067,5.474040031,81.74749756,1939.329956,6.844110012,51.25239944,62.88800049,3.116790056,211.3430023,63.36429977,38.54959869,205.0460052,69.51159668,41.26010132,0,0,0,1
49.94829941,2069.25,4.682660103,61.56000137,63.72719955,2.958889961,49.89500046,2089.389893,5.534749985,50.17919922,63.65000153,1.619009972,220.1190033,80.02220154,39.43920135,215.2120056,91.00569916,42.80619812,0,0,0,1
48.48239899,2088.280029,4.359779835,61.53379822,63.45849991,2.412460089,50.97060013,2084.179932,5.541790009,50.22090149,60.18930054,1.515259981,221.2220001,86.65879822,39.5298996,222.8950043,94.59519958,43.01530075,0,0,0,1
63.09939957,1988.829956,5.029729843,64.40529633,61.93859863,4.172170162,61.86399841,2026.27002,5.213630199,51.03499985,58.44150162,2.266880035,211.7299957,65.05220032,38.60129929,201.8200073,76.24240112,41.27320099,0,0,0,1
54.64279938,2037.819946,4.878719807,61.54199982,63.34389877,3.348510027,53.86249924,2060.110107,5.535789967,50.15829849,63.69390106,1.783969998,218.647995,72.20890045,39.35649872,207.1410065,87.76290131,42.60739899,0,0,0,1
47.85660172,2088.060059,4.172440052,61.32379913,60.42819977,2.395009995,50.72309875,2089.659912,4.932439804,50.1590004,59.08050156,1.408439994,219.9400024,84.3207016,39.43130112,220.1670074,90.10870361,42.90399933,0,0,0,1
55.92060089,2029.959961,5.205629826,63.10200119,65.94480133,3.569169998,55.21239853,2041.630005,6.132770061,49.98960114,64.05870056,1.950610042,224.151001,73.69000244,40.6595993,212.3049927,88.22409821,43.73880005,0,0,0,1
62.89139938,1981.0,4.569320202,62.49739838,59.3614006,3.505670071,62.73609924,2028.119995,4.62830019,49.22389984,59.86909866,2.002609968,219.6309967,69.92189789,39.43040085,200.6569977,80.0059967,41.79550171,1,0,0,0
48.57949829,2078.070068,4.601389885,61.70069885,65.84210205,2.671030045,50.28450012,2078.659912,6.038889885,50.25519943,61.6283989,1.714190006,221.3609924,88.55380249,39.54570007,224.7839966,95.17579651,42.99089813,0,0,0,1
52.53319931,2046.5,5.021850109,61.75239944,65.98480225,3.343699932,52.22299957,2055.879883,6.070129871,50.23830032,63.64300156,1.916820049,219.9420013,78.1832962,39.44900131,216.352005,90.57839966,42.79970169,0,0,0,1
56.93299866,2014.48999,4.181960106,61.10279846,57.69240189,3.221950054,55.91149902,2055.73999,4.193860054,50.03039932,58.78680038,1.823070049,217.595993,74.37480164,39.19850159,204.8220062,81.50080109,42.1629982,1,0,0,0
52.44079971,2051.0,4.831069946,61.53889847,63.37939835,3.185379982,51.94100189,2072.02002,5.528429985,50.16410065,63.66149902,1.696239948,219.026001,74.19989777,39.38880157,209.0590057,88.69329834,42.69189835,0,0,0,1
49.36610031,2070.889893,4.703720093,61.7682991,66.42539978,2.899650097,50.25120163,2076.070068,6.081679821,50.26869965,62.59220123,1.832239985,221.6009979,88.60189819,39.53519821,226.5630035,94.53900146,42.9720993,0,0,0,1
44.67169952,2063.73999,3.84059,60.94459915,56.29949951,1.999860048,49.48130035,2089.689941,4.375689983,50.00960159,52.69779968,1.336109996,219.4069977,79.37750244,39.44869995,213.4199982,88.70189667,42.64490128,0,0,0,1
