M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4
160.8419952,4155.560059,30.66410065,391.4869995,120.6930008,13.65530014,214.8999939,4134.109863,43.3064003,347.1170044,110.3990021,8.626350403,219.8880005,83.74490356,136.5370026,215.8070068,103.7539978,43.9516983,1,0,0,0
78.8348999,4261.939941,30.91880035,402.8930054,124.6849976,14.84430027,115.9219971,4237.509766,41.52460098,347.9949951,116.8529968,9.556019783,229.3690033,99.67590332,39.207901,219.5460052,116.7890015,40.43349838,1,0,0,0
202.7969971,3997.27002,30.3390007,397.875,139.4649963,12.94180012,264.7810059,3898.189941,42.42200089,363.1130066,122.2450027,8.321990013,220.0700073,83.66100311,132.8529968,207.4660034,100.6009979,46.21319962,1,0,0,0
53.64699936,4005.550049,29.00629997,409.8240051,137.0509949,14.29129982,89.56900024,3922.719971,42.11019897,364.0539856,125.0630035,8.92580986,230.2129974,102.4789963,43.17110062,236.8609924,111.487999,41.69680023,1,0,0,0
75.19239807,4007.290039,30.0060997,406.0109863,134.279007,14.39070034,108.7399979,3932.669922,41.02000046,362.8710022,123.3050003,8.870980263,231.4880066,100.4720001,41.7010994,230.2669983,113.3860016,42.32189941,1,0,0,0
142.2290039,4225.689941,30.67560005,390.2709961,121.663002,13.05259991,183.6679993,4251.02002,42.76129913,347.9119873,109.4560013,8.702420235,210.2079926,100.8949966,139.7030029,193.5220032,108.1589966,40.26530075,0,0,0,1
159.2510071,4182.720215,30.96310043,390.6640015,126.3960037,12.99090004,204.3529968,4210.709961,42.77080154,349.7569885,111.3610001,8.604269981,211.4250031,96.97840118,136.7030029,197.7969971,106.7259979,40.28089905,0,0,0,1
90.26159668,4256.879883,30.12269974,402.9689941,126.2160034,14.81449986,132.2440033,4222.100098,41.49449921,349.3779907,117.0660019,9.654850006,229.7489929,98.72470093,39.10649872,220.1119995,114.9189987,40.38339996,0,0,0,1
172.6649933,4234.580078,31.99819946,397.1929932,129.6999969,15.03789997,203.3580017,4260.859863,42.09500122,341.4620056,116.1419983,7.863599777,236.8249969,98.06999969,36.57849884,204.6940002,108.7829971,31.05480003,1,0,0,0
78.79660034,4269.72998,31.97839928,395.8850098,121.0889969,14.41699982,116.1709976,4249.080078,41.74079895,346.3349915,114.9189987,9.127490044,226.0350037,99.07730103,40.38990021,214.5789948,116.6070023,40.66799927,0,0,0,1
148.0059967,4047.27002,31.52009964,403.7149963,135.6029968,14.5934,174.5549927,3992.649902,41.70880127,361.2059937,120.9499969,7.669960022,245.2949982,94.6957016,43.23189926,220.9900055,105.8079987,37.89730072,1,0,0,0
182.5140076,4158.22998,32.2179985,407.3919983,133.8059998,15.19330025,214.2089996,4136.660156,41.38090134,355.0320129,119.1559982,7.852369785,247.6640015,93.48249817,42.26039886,215.673996,106.939003,39.80369949,1,0,0,0
85.2806015,4257.109863,30.30960083,402.973999,126.2229996,14.82190037,125.0510025,4226.589844,41.50159836,349.3649902,117.3479996,9.621080399,229.7220001,99.47350311,39.1568985,220.3630066,115.5690002,40.41350174,0,0,0,1
165.977005,4053.959961,31.37400055,403.7550049,140.4810028,14.53789997,187.3939972,3999.780029,41.66989899,366.6119995,123.0009995,7.613550186,244.5449982,93.38169861,43.0143013,215.8860016,104.2679977,37.73830032,1,0,0,0
181.0050049,4147.040039,32.44639969,407.321991,132.1569977,15.14890003,211.9900055,4125.970215,41.38199997,354.5859985,118.0500031,7.823289871,247.7169952,91.8391037,42.30270004,215.2030029,106.2020035,39.86460114,1,0,0,0
172.7389984,4231.009766,32.18600082,397.2130127,130.6649933,14.96920013,207.2929993,4258.089844,42.10559845,343.3720093,117.0429993,7.85145998,237.0670013,97.10690308,36.64139938,206.5379944,108.7639999,31.08699989,1,0,0,0
96.05940247,4240.600098,31.24970055,395.5559998,124.1190033,14.27490044,132.1360016,4221.439941,41.69120026,350.7860107,117.6149979,9.067370415,226.621994,97.77539825,40.6534996,217.970993,113.1689987,40.75600052,1,0,0,0
176.5670013,4104.399902,31.17589951,391.6820068,129.1649933,13.64529991,228.7649994,4082.129883,43.32279968,351.7149963,113.9420013,8.523150444,218.7579956,92.01799774,138.9700012,203.4120026,103.7490005,44.02190018,0,0,0,1
127.1240005,4261.609863,30.97240067,390.5209961,124.4140015,12.95219994,168.1690063,4250.569824,42.76129913,348.230011,111.9319992,8.649149895,208.701004,100.4420013,130.7109985,197.9730072,110.3079987,39.67639923,1,0,0,0
