M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
163.8890076,3983.040039,30.88969994,800.5529785,240.673996,154.2230072,203.2389984,4004.590088,41.48529816,602.9569702,220.1329956,132.9360046,343.6440125,110.6320038,49.80220032,336.3850098,124.2229996,47.02099991,0,1,0,0,0.0
143.1230011,4032.310059,37.1271019,810.6920166,280.3819885,177.75,176.8370056,4053.909912,43.85089874,615.2210083,245.4759979,140.4539948,349.598999,112.7549973,52.86759949,350.980011,131.0339966,50.05519867,0,1,0,0,0.0
154.4259949,4001.540039,37.77099991,800.8930054,289.2999878,182.3580017,191.8580017,4046.469971,46.1515007,576.8359985,252.0740051,139.1690063,350.5270081,106.2310028,54.17630005,337.1199951,122.2630005,47.34389877,0,1,0,0,0.0
121.8939972,4093.300049,40.46089935,832.5560303,284.223999,175.022995,151.7640076,4106.25,46.1841011,679.9030151,259.2009888,147.322998,345.0119934,118.689003,50.19229889,342.5469971,136.6560059,49.82630157,0,1,0,0,0.0
181.8769989,3965.860107,50.04000092,800.1049805,333.5090027,197.6300049,231.8820038,4021.649902,64.41999817,590.1900024,307.8590088,174.371994,356.980011,95.69760132,52.7242012,346.4309998,110.6309967,50.09840012,0,0,1,0,0.0
124.2220001,3975.5,26.13579941,909.5360107,253.0859985,177.6130066,160.8099976,4013.100098,39.01910019,749.1129761,233.4109955,159.9810028,360.4320068,121.3929977,46.60699844,366.446991,140.4579926,53.34930038,0,1,0,0,0.0
114.0230026,4109.069824,40.3166008,862.0339966,282.3519897,177.3220062,143.9649963,4120.439941,46.09719849,712.1610107,262.3519897,153.8659973,355.355011,123.1169968,49.26839828,352.0369873,141.0339966,51.02249908,0,1,0,0,0.0
150.2660065,3996.649902,42.67179871,818.0120239,303.4819946,177.4869995,192.4069977,4064.590088,54.98600006,597.5499878,277.8150024,155.9570007,355.1589966,106.3050003,51.18700027,342.4299927,118.8359985,47.31930161,0,1,0,0,0.0
125.7170029,3978.52002,31.72089958,878.6560059,260.6690063,173.076004,157.0559998,4001.610107,41.12929916,752.0980225,251.0460052,157.4819946,342.4729919,122.1060028,47.69530106,341.8370056,140.9120026,50.9939003,0,1,0,0,0.0
160.3990021,3980.76001,26.26180077,842.2230225,250.552002,169.0610046,196.4609985,3985.800049,36.9068985,666.9509888,233.1109924,146.3029938,343.1879883,113.7910004,51.1405983,344.5360107,130.2510071,50.84960175,0,1,0,0,0.0
163.2059937,3983.77002,26.12639999,833.242981,252.9499969,171.1679993,198.9440002,3985.399902,36.66540146,671.4559937,235.7610016,145.6589966,341.2369995,112.3769989,52.11780167,340.1119995,127.9970016,50.92990112,0,1,0,0,0.0
117.2870026,4069.820068,36.11180115,863.0759888,270.9920044,172.4720001,146.6100006,4083.860107,43.89160156,724.2340088,253.2129974,157.1179962,349.0239868,123.3919983,47.73419952,352.9089966,140.9199982,51.78369904,0,1,0,0,0.0
157.7810059,4018.030029,33.62390137,755.9110107,257.0350037,153.2929993,185.7830048,4027.689941,40.95800018,561.7109985,231.6609955,125.2919998,337.0209961,108.4909973,51.25220108,338.1430054,125.3219986,48.1371994,0,1,0,0,0.0
170.223999,3967.939941,47.26480103,806.6359863,314.2999878,186.6499939,215.0780029,4030.530029,61.92380142,601.7449951,291.5190125,167.9570007,356.9360046,99.58329773,51.36299896,346.2359924,112.9469986,49.57730103,0,1,0,0,0.0
140.0070038,3998.889893,27.72330093,848.8969727,256.4450073,170.0800018,171.970993,4019.530029,38.54389954,699.8989868,237.6159973,150.9539948,343.0799866,117.5510025,48.25109863,347.6820068,134.7510071,51.09909821,0,1,0,0,0.0
164.6909943,3999.72998,45.96900177,810.0939941,332.8770142,205.5420074,221.4940033,4063.530029,59.18059921,576.1229858,301.1090088,168.9259949,363.9769897,102.2919998,53.91329956,348.3340149,116.6669998,49.56769943,0,1,0,0,0.0
176.3220062,3942.909912,46.2303009,804.9580078,285.0069885,180.0879974,215.2389984,3972.52002,61.9817009,639.1690063,272.3989868,171.0740051,357.3070068,102.5530014,48.14049911,346.3569946,114.2519989,48.40430069,0,0,1,0,0.0
150.7039948,3897.929932,42.37080002,828.6710205,265.0329895,179.772995,180.4290009,3971.679932,56.39160156,680.3359985,258.598999,163.3529968,358.1419983,113.0350037,49.37990189,342.0660095,123.3789978,47.01070023,0,1,0,0,0.0
152.1139984,3930.98999,40.92309952,823.6589966,259.3439941,170.0160065,184.2059937,3994.350098,54.97909927,655.5339966,252.0839996,156.8509979,358.0559998,112.9629974,48.1012001,342.0079956,123.8639984,46.85960007,0,1,0,0,0.0
117.4830017,4031.300049,32.58119965,859.3909912,266.3190002,170.3110046,152.2070007,4054.639893,42.7276001,731.6149902,248.8710022,150.2070007,342.321991,123.1880035,46.88880157,341.6910095,141.6190033,50.58209991,0,1,0,0,0.0
165.0240021,3989.330078,26.29730034,844.9099731,259.6940002,178.3119965,197.8910065,3977.449951,36.64970016,700.2540283,244.7449951,155.1040039,341.4289856,111.9670029,54.27730179,340.5440063,127.3830032,51.4518013,0,1,0,0,0.0
123.7249985,4084.850098,40.36299896,824.9920044,283.2099915,173.572998,155.6929932,4098.839844,45.97600174,673.6669922,257.4289856,144.8220062,339.2909851,117.9489975,49.75149918,336.6489868,135.8079987,49.40599823,0,1,0,0,0.0
116.4329987,4059.01001,35.35779953,866.7520142,269.9729919,174.2230072,148.9839935,4076.51001,43.70959854,726.3790283,250.9450073,157.8439941,348.9750061,124.4940033,47.7159996,352.8840027,142.220993,51.86700058,1,0,0,0,0.0
137.3739929,4044.820068,38.97290039,816.5640259,284.2799988,178.9750061,171.5090027,4064.879883,45.16519928,629.6710205,249.1560059,142.7359924,349.7990112,113.8349991,52.58739853,351.1589966,132.2899933,50.19779968,0,1,0,0,0.0
154.947998,3990.310059,25.99640083,834.3660278,252.7030029,169.4120026,188.2839966,4003.580078,36.98720169,670.84198,234.529007,145.2519989,343.9710083,114.2839966,50.40169907,343.4079895,130.5890045,50.24499893,0,1,0,0,0.0
155.1049957,3964.0,37.00740051,807.6849976,257.4609985,168.2359924,186.677002,4000.75,50.31079865,644.8629761,247.5050049,153.9600067,347.4500122,112.8659973,49.5019989,341.0140076,123.7829971,47.90539932,0,1,0,0,0.0
163.6649933,3986.209961,29.23999977,805.6030273,239.1320038,155.6369934,202.6889954,3991.120117,38.56819916,611.9180298,217.6040039,136.6159973,342.2890015,112.8430023,49.98830032,345.6099854,129.4539948,49.14820099,0,1,0,0,0.0
175.5690002,3942.419922,46.47930145,806.5009766,289.1080017,180.322998,214.7859955,3980.48999,62.09909821,635.3560181,275.7799988,169.9700012,357.32901,102.2730026,48.47980118,346.3009949,114.2310028,48.34759903,0,0,1,0,0.0
