M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,M3_Al_2_6,M3_Ca_2_6,M3_Fe_2_6,M3_K_2_6,M3_Mg_2_6,M3_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6,Zone_1,Zone_2,Zone_3,Zone_4,PhosphorusTreatment
421.9960022,3361.280029,43.86180115,448.5339966,255.7969971,17.23719978,478.6019897,3338.889893,57.57460022,409.5870056,256.3510132,10.10439968,211.0820007,63.60189819,38.5257988,196.1450043,71.44909668,41.35160065,0,0,0,1,0.0
373.7839966,3268.01001,42.20809937,434.4100037,243.7180023,16.93829918,424.2449951,3319.209961,54.70149994,394.4150085,251.2830048,9.793540001,211.2169952,64.67970276,38.57279968,196.6529999,74.04869843,41.20159912,0,0,0,1,0.0
280.8099976,3822.810059,45.18030167,441.4580078,218.8990021,13.76229954,332.821991,3781.600098,60.64670181,406.8150024,214.7899933,8.972399712,219.1340027,82.13379669,39.33819962,217.2369995,83.97100067,42.59189987,1,0,0,0,0.0
427.8280029,3346.600098,43.94829941,453.5230103,260.8210144,17.16430092,495.7650146,3411.75,56.91999817,418.5969849,271.1900024,10.36880016,210.2460022,63.85570145,38.49840164,197.720993,72.24819946,41.16329956,0,0,0,1,0.0
291.9620056,3773.300049,49.66820145,453.5029907,240.3699951,15.85319996,379.0480042,3753.919922,65.60820007,413.8729858,238.0639954,10.28789997,220.7859955,82.32929993,39.46509933,218.4259949,92.02529907,42.88169861,0,0,0,1,0.0
286.5960083,3755.610107,44.16109848,433.598999,213.2109985,13.33689976,331.4809875,3710.139893,59.52330017,402.0130005,208.1900024,8.820610046,218.2899933,78.31890106,39.2594986,208.951004,81.0789032,42.22470093,1,0,0,0,0.0
295.7770081,3759.649902,48.35760117,459.8559875,250.7980042,17.0340004,407.6300049,3706.97998,64.0582962,417.9419861,237.9470062,12.79310036,221.1929932,85.25800323,39.49840164,225.5440063,92.52829742,42.86949921,0,0,0,1,0.0
433.6919861,3465.469971,42.95560074,451.2290039,253.647995,17.6086998,478.8919983,3436.790039,55.00149918,412.9450073,242.5249939,10.36219978,211.4140015,63.62049866,38.55759811,202.5650024,71.25119781,41.2737999,0,0,0,1,0.0
276.894989,3782.449951,45.38600159,434.6499939,206.875,13.29489994,323.7919922,3758.280029,59.78300095,403.6059875,198.8910065,8.904459953,218.2489929,76.83830261,39.35070038,205.2299957,83.94210052,42.22890091,0,0,0,1,0.0
279.302002,3825.290039,45.37329865,439.0710144,215.0679932,13.4751997,331.8299866,3754.389893,60.68220139,405.631012,205.5050049,9.033929825,219.3119965,81.79160309,39.32040024,214.3619995,82.59739685,42.31370163,1,0,0,0,0.0
429.6400146,3436.639893,43.24670029,450.4020081,254.5780029,17.49869919,478.5069885,3408.899902,55.66450119,411.9179993,247.1889954,10.29759979,211.3509979,63.56689835,38.54959869,201.0099945,71.24549866,41.28390121,0,0,0,1,0.0
384.2160034,3368.310059,41.26819992,437.6640015,244.102005,17.1977005,434.4769897,3371.439941,53.5943985,396.3110046,239.0440063,9.934820175,211.723999,63.42539978,38.56890106,198.5500031,74.82230377,41.25590134,0,0,0,1,0.0
327.7179871,3465.969971,42.1004982,429.6059875,226.5160065,14.94299984,373.2019958,3487.439941,55.36569977,394.0710144,222.8390045,9.085359573,212.022995,69.3164978,38.20640182,197.8840027,79.62840271,41.6271019,1,0,0,0,0.0
271.5620117,3752.169922,46.57580185,434.7120056,201.8569946,13.44029999,310.9899902,3786.02002,59.89789963,404.4630127,199.2330017,9.075639725,217.9779968,74.27059937,39.40950012,201.4830017,86.58239746,42.2779007,0,0,0,1,0.0
280.4219971,3824.52002,46.01070023,442.5660095,218.2769928,13.85099983,334.572998,3779.820068,61.12960052,407.7349854,212.1349945,9.057640076,219.2689972,82.33390045,39.36640167,216.7030029,85.28949738,42.58720016,0,0,0,1,0.0
424.0079956,3390.300049,43.6257019,449.0029907,255.3049927,17.33009911,477.7160034,3364.459961,56.79029846,410.1080017,252.9369965,10.1718998,211.2079926,63.57089996,38.5359993,198.0659943,71.35610199,41.31740189,0,0,0,1,0.0
293.1119995,3787.199951,45.16320038,450.3160095,239.5310059,15.71020031,386.598999,3733.820068,63.29199982,413.0539856,237.7870026,10.14430046,219.503006,76.87239838,39.41439819,211.7779999,89.78440094,42.74900055,0,0,0,1,0.0
286.5669861,3768.590088,44.0564003,436.4030151,217.2169952,13.58510017,335.5429993,3727.310059,59.9253006,403.519989,215.1230011,8.837889671,218.4649963,79.21869659,39.27130127,211.5890045,81.86419678,42.35979843,1,0,0,0,0.0
274.8619995,3765.389893,46.69440079,438.0360107,206.8939972,13.6967001,323.5960083,3784.120117,60.29029846,405.7770081,202.1670074,9.111829758,218.1999969,75.69129944,39.4219017,203.697998,87.49520111,42.35359955,0,0,0,1,0.0
331.4150085,3400.47998,41.38280106,425.0979919,227.677002,16.17350006,381.5690002,3419.719971,54.7254982,391.0249939,225.0,9.25442028,209.7680054,66.09549713,37.92610168,193.5399933,79.55210114,40.17050171,1,0,0,0,0.0
272.8850098,3769.51001,48.03079987,442.7340088,209.746994,14.10239983,324.4630127,3790.850098,61.23320007,408.4949951,204.4790039,9.458169937,218.8009949,77.7256012,39.46659851,207.5630035,89.63130188,42.50960159,0,0,0,1,0.0
465.6530151,3485.570068,43.69120026,460.6140137,261.9989929,17.93610001,512.190979,3469.120117,55.57389832,422.9460144,253.4810028,10.60700035,211.3430023,63.36429977,38.54959869,205.0460052,69.51159668,41.26010132,0,0,0,1,0.0
291.7090149,3783.159912,47.42810059,451.9599915,239.901001,15.79090023,383.1650085,3745.649902,64.79190063,413.8049927,238.1799927,10.24419975,220.1190033,80.02220154,39.43920135,215.2120056,91.00569916,42.80619812,0,0,0,1,0.0
292.1650085,3757.169922,53.52799988,458.2730103,238.9940033,15.84379959,361.9700012,3780.709961,65.24320221,414.6700134,231.8890076,10.34130001,221.2220001,86.65879822,39.5298996,222.8950043,94.59519958,43.01530075,0,0,0,1,0.0
364.3460083,3505.98999,40.15359879,432.572998,231.628006,17.0048008,402.0589905,3469.709961,51.33349991,394.4309998,210.621994,10.00430012,211.7299957,65.05220032,38.60129929,201.8200073,76.24240112,41.27320099,0,0,0,1,0.0
300.8729858,3748.469971,42.80250168,447.4920044,239.7019958,15.6310997,393.4949951,3687.120117,60.77799988,410.3179932,237.6199951,10.00809956,218.647995,72.20890045,39.35649872,207.1410065,87.76290131,42.60739899,0,0,0,1,0.0
286.5490112,3794.75,49.64049911,449.4930115,228.6779938,14.77089977,343.3500061,3801.76001,63.86980057,411.7690125,229.279007,9.318610191,219.9400024,84.3207016,39.43130112,220.1670074,90.10870361,42.90399933,0,0,0,1,0.0
306.5190125,3732.040039,43.48789978,452.375,249.1430054,16.86829948,412.6579895,3662.330078,60.25230026,411.5390015,238.9420013,11.13679981,224.151001,73.69000244,40.6595993,212.3049927,88.22409821,43.73880005,0,0,0,1,0.0
318.4330139,3512.780029,41.9457016,431.1350098,223.9080048,14.91670036,377.4450073,3516.340088,55.93069839,394.8110046,222.2299957,9.026490211,219.6309967,69.92189789,39.43040085,200.6569977,80.0059967,41.79550171,1,0,0,0,0.0
293.4140015,3748.300049,52.68880081,463.3160095,248.5850067,16.66679955,387.2399902,3750.570068,65.16359711,417.1940002,235.3529968,11.50329971,221.3609924,88.55380249,39.54570007,224.7839966,95.17579651,42.99089813,0,0,0,1,0.0
298.8479919,3770.620117,44.99950027,456.3479919,249.4349976,16.6310997,409.2900085,3700.639893,61.66569901,415.2709961,237.6119995,11.64770031,219.9420013,78.1832962,39.44900131,216.352005,90.57839966,42.79970169,0,0,0,1,0.0
304.4769897,3642.219971,43.36029816,433.0100098,220.5749969,13.88679981,354.526001,3630.77002,59.12889862,400.2850037,224.1820068,8.82324028,217.595993,74.37480164,39.19850159,204.8220062,81.50080109,42.1629982,1,0,0,0,0.0
295.9819946,3777.550049,43.6108017,448.7990112,239.3000031,15.63790035,389.2909851,3716.5,61.88970184,411.8540039,237.4730072,10.03579998,219.026001,74.19989777,39.38880157,209.0590057,88.69329834,42.69189835,0,0,0,1,0.0
294.8989868,3745.449951,51.9598999,462.6099854,250.4669952,16.88549995,396.1419983,3732.929932,65.25869751,417.5580139,237.2140045,12.07549953,221.6009979,88.60189819,39.53519821,226.5630035,94.53900146,42.9720993,0,0,0,1,0.0
280.4970093,3801.110107,46.09030151,443.04599,214.3450012,14.03549957,342.0480042,3758.959961,61.1554985,408.1319885,205.8860016,9.080389977,219.4069977,79.37750244,39.44869995,213.4199982,88.70189667,42.64490128,0,0,0,1,0.0
368.0390015,3512.449951,40.32210159,433.3670044,231.9799957,17.04439926,404.8999939,3472.080078,51.62820053,395.6380005,210.0379944,10.02830029,211.6609955,64.97350311,38.59690094,201.8289948,75.88749695,41.27170181,1,0,0,0,0.0
289.0889893,3759.360107,52.40299988,463.5390015,244.7830048,16.40929985,377.7359924,3766.949951,64.69110107,417.2550049,231.3119965,11.11120033,220.8659973,88.02639771,39.55379868,222.2339935,95.46970367,42.96239853,0,0,0,1,0.0
